SOA,Subject,Session,Age,Ethnicity,Sex,Trial,AnnulusSize,Lag,T1Position,T2Position,T1Conf,T2Conf,T1SPE,T2SPE,T1Resp,T2Resp
66,10,1,18,White/Caucasian,female,1,large,2,8,10,2,1,17,11,L,M
66,10,1,18,White/Caucasian,female,2,large,9,9,18,1,1,0,0,H,R
66,10,1,18,White/Caucasian,female,3,medium,1,6,7,1,1,1,6,N,K
66,10,1,18,White/Caucasian,female,4,large,3,10,13,2,1,0,-7,M,W
66,10,1,18,White/Caucasian,female,5,medium,3,9,12,1,1,-2,-8,L,U
66,10,1,18,White/Caucasian,female,6,large,2,6,8,1,1,0,17,E,I
66,10,1,18,White/Caucasian,female,7,small,6,10,16,1,1,1,,N,
66,10,1,18,White/Caucasian,female,8,small,3,9,12,2,1,0,8,A,F
66,10,1,18,White/Caucasian,female,9,medium,6,9,15,1,1,1,2,L,K
66,10,1,18,White/Caucasian,female,10,small,6,7,13,2,1,0,3,M,T
66,10,1,18,White/Caucasian,female,11,medium,6,6,12,1,1,1,0,K,O
66,10,1,18,White/Caucasian,female,12,large,6,10,16,1,2,-2,2,M,J
66,10,1,18,White/Caucasian,female,13,medium,6,10,16,1,2,7,0,L,M
66,10,1,18,White/Caucasian,female,14,large,3,9,12,,2,17,12,T,F
66,10,1,18,White/Caucasian,female,15,small,1,7,8,2,1,1,15,Q,Y
66,10,1,18,White/Caucasian,female,16,small,6,8,14,2,1,-1,8,Z,H
66,10,1,18,White/Caucasian,female,17,medium,2,6,8,2,1,0,6,Y,D
66,10,1,18,White/Caucasian,female,18,small,1,10,11,2,1,-1,-7,R,C
66,10,1,18,White/Caucasian,female,19,medium,2,8,10,1,1,0,-3,S,K
66,10,1,18,White/Caucasian,female,20,large,2,7,9,1,1,1,16,L,H
66,10,1,18,White/Caucasian,female,21,medium,3,6,9,1,1,-1,6,A,L
66,10,1,18,White/Caucasian,female,22,large,1,7,8,1,1,-1,1,Q,P
66,10,1,18,White/Caucasian,female,23,large,1,6,7,1,1,-2,-6,U,B
66,10,1,18,White/Caucasian,female,24,large,6,6,12,1,1,0,1,J,A
66,10,1,18,White/Caucasian,female,25,large,1,10,11,2,1,1,3,Z,V
66,10,1,18,White/Caucasian,female,26,medium,9,10,19,1,1,-1,-5,M,L
66,10,1,18,White/Caucasian,female,27,small,1,9,10,1,1,15,16,Y,J
66,10,1,18,White/Caucasian,female,28,medium,2,9,11,3,1,-1,3,M,P
66,10,1,18,White/Caucasian,female,29,medium,1,7,8,2,1,1,-2,P,K
66,10,1,18,White/Caucasian,female,30,large,9,6,15,,2,-1,1,O,S
66,10,1,18,White/Caucasian,female,31,medium,9,8,17,1,2,3,2,J,B
66,10,1,18,White/Caucasian,female,32,large,3,7,10,1,1,-1,-8,N,T
66,10,1,18,White/Caucasian,female,33,medium,3,8,11,2,1,0,-2,E,T
66,10,1,18,White/Caucasian,female,34,large,6,7,13,1,1,0,7,K,H
66,10,1,18,White/Caucasian,female,35,large,9,7,16,1,1,0,5,P,G
66,10,1,18,White/Caucasian,female,36,medium,6,7,13,1,1,1,-7,Y,P
66,10,1,18,White/Caucasian,female,37,medium,2,7,9,1,1,-3,7,Z,W
66,10,1,18,White/Caucasian,female,38,small,2,6,8,1,1,13,18,O,M
66,10,1,18,White/Caucasian,female,39,small,6,6,12,2,2,0,-8,K,G
66,10,1,18,White/Caucasian,female,40,small,2,9,11,1,1,2,-8,L,M
66,10,1,18,White/Caucasian,female,41,small,9,9,18,2,2,-1,0,A,E
66,10,1,18,White/Caucasian,female,42,medium,2,10,12,1,1,1,-2,V,T
66,10,1,18,White/Caucasian,female,43,medium,6,8,14,1,1,1,-6,F,B
66,10,1,18,White/Caucasian,female,44,medium,3,10,13,1,1,0,3,P,J
66,10,1,18,White/Caucasian,female,45,small,1,8,9,1,1,1,-1,A,O
66,10,1,18,White/Caucasian,female,46,small,3,7,10,1,1,-1,-3,E,R
66,10,1,18,White/Caucasian,female,47,small,9,10,19,1,1,-1,-16,H,T
66,10,1,18,White/Caucasian,female,48,small,3,6,9,1,1,0,8,E,G
66,10,1,18,White/Caucasian,female,49,small,1,6,7,1,1,-1,0,M,D
66,10,1,18,White/Caucasian,female,50,large,9,10,19,2,2,-1,2,W,Z
66,10,1,18,White/Caucasian,female,51,small,6,9,15,1,2,1,-7,E,U
66,10,1,18,White/Caucasian,female,52,small,9,6,15,1,2,-1,-1,A,L
66,10,1,18,White/Caucasian,female,53,medium,3,7,10,1,1,-2,0,W,K
66,10,1,18,White/Caucasian,female,54,small,3,8,11,1,2,-2,15,G,Z
66,10,1,18,White/Caucasian,female,55,small,9,7,16,1,1,9,-3,I,S
66,10,1,18,White/Caucasian,female,56,medium,9,7,16,2,2,-1,-1,L,M
66,10,1,18,White/Caucasian,female,57,medium,9,6,15,1,1,0,1,R,W
66,10,1,18,White/Caucasian,female,58,medium,1,10,11,1,1,-3,14,H,T
66,10,1,18,White/Caucasian,female,59,large,6,8,14,1,1,-6,2,V,M
66,10,1,18,White/Caucasian,female,60,large,6,9,15,1,1,5,-6,P,N
66,10,1,18,White/Caucasian,female,61,large,2,10,12,2,1,-1,-1,R,E
66,10,1,18,White/Caucasian,female,62,medium,9,9,18,1,1,-2,-9,W,H
66,10,1,18,White/Caucasian,female,63,small,2,7,9,1,1,-4,-1,O,Z
66,10,1,18,White/Caucasian,female,64,small,9,8,17,1,1,-1,-12,Z,B
66,10,1,18,White/Caucasian,female,65,small,2,8,10,1,1,0,8,V,D
66,10,1,18,White/Caucasian,female,66,small,3,10,13,1,1,,-2,,P
66,10,1,18,White/Caucasian,female,67,medium,1,9,10,,1,-3,-4,H,H
66,10,1,18,White/Caucasian,female,68,large,1,9,10,1,1,0,0,R,B
66,10,1,18,White/Caucasian,female,69,large,2,9,11,1,1,1,-10,Y,I
66,10,1,18,White/Caucasian,female,70,large,3,6,9,1,1,0,-7,P,F
66,10,1,18,White/Caucasian,female,71,small,2,10,12,2,1,0,3,U,C
66,10,1,18,White/Caucasian,female,72,large,9,8,17,1,1,-2,0,M,A
66,10,1,18,White/Caucasian,female,73,large,3,8,11,1,1,,-4,,W
66,10,1,18,White/Caucasian,female,74,medium,1,8,9,1,1,0,-2,P,N
66,10,1,18,White/Caucasian,female,75,large,1,8,9,1,1,-1,-3,K,R
66,10,1,18,White/Caucasian,female,1,large,3,7,10,1,1,14,9,G,K
66,10,1,18,White/Caucasian,female,2,medium,6,7,13,1,1,-1,-11,F,P
66,10,1,18,White/Caucasian,female,3,large,6,7,13,1,1,1,1,T,P
66,10,1,18,White/Caucasian,female,4,medium,2,7,9,1,1,0,9,M,D
66,10,1,18,White/Caucasian,female,5,small,2,9,11,1,1,0,-1,I,Y
66,10,1,18,White/Caucasian,female,6,medium,3,7,10,1,1,1,-6,V,K
66,10,1,18,White/Caucasian,female,7,large,2,9,11,1,1,1,7,M,S
66,10,1,18,White/Caucasian,female,8,medium,2,10,12,1,1,,1,,L
66,10,1,18,White/Caucasian,female,9,small,9,8,17,2,2,0,2,L,M
66,10,1,18,White/Caucasian,female,10,large,1,6,7,1,1,0,-2,K,S
66,10,1,18,White/Caucasian,female,11,medium,1,9,10,1,1,1,1,B,J
66,10,1,18,White/Caucasian,female,12,medium,9,7,16,1,1,-1,-1,V,K
66,10,1,18,White/Caucasian,female,13,large,6,8,14,1,1,-1,11,V,Z
66,10,1,18,White/Caucasian,female,14,large,2,8,10,1,1,1,8,K,F
66,10,1,18,White/Caucasian,female,15,medium,1,7,8,1,1,0,15,O,M
66,10,1,18,White/Caucasian,female,16,medium,3,9,12,1,1,-5,-3,N,B
66,10,1,18,White/Caucasian,female,17,large,2,10,12,1,1,1,-6,R,W
66,10,1,18,White/Caucasian,female,18,medium,9,8,17,1,1,-1,3,U,W
66,10,1,18,White/Caucasian,female,19,large,9,10,19,1,1,-1,-17,P,O
66,10,1,18,White/Caucasian,female,20,medium,1,10,11,1,1,10,-8,H,W
66,10,1,18,White/Caucasian,female,21,small,3,7,10,1,1,0,-4,P,H
66,10,1,18,White/Caucasian,female,22,small,2,10,12,1,1,0,-5,J,F
66,10,1,18,White/Caucasian,female,23,small,9,6,15,1,1,0,-1,N,P
66,10,1,18,White/Caucasian,female,24,small,9,7,16,1,1,2,1,M,Z
66,10,1,18,White/Caucasian,female,25,large,2,7,9,1,1,9,8,G,E
66,10,1,18,White/Caucasian,female,26,medium,6,10,16,1,1,0,3,A,Z
66,10,1,18,White/Caucasian,female,27,medium,9,6,15,1,,-1,8,Q,O
66,10,1,18,White/Caucasian,female,28,small,1,8,9,1,1,1,10,T,A
66,10,1,18,White/Caucasian,female,29,medium,3,8,11,1,1,0,-2,M,B
66,10,1,18,White/Caucasian,female,30,small,2,6,8,,,0,14,W,T
66,10,1,18,White/Caucasian,female,31,medium,6,8,14,1,1,0,-9,A,R
66,10,1,18,White/Caucasian,female,32,large,1,9,10,1,1,-1,-1,D,E
66,10,1,18,White/Caucasian,female,33,small,6,7,13,1,1,17,-5,M,O
66,10,1,18,White/Caucasian,female,34,large,9,7,16,1,1,6,5,H,L
66,10,1,18,White/Caucasian,female,35,medium,3,10,13,1,1,1,10,Z,P
66,10,1,18,White/Caucasian,female,36,small,6,6,12,1,1,16,-9,R,L
66,10,1,18,White/Caucasian,female,37,small,3,9,12,3,3,0,0,S,R
66,10,1,18,White/Caucasian,female,38,medium,6,9,15,2,2,0,1,A,Z
66,10,1,18,White/Caucasian,female,39,large,9,8,17,1,1,1,0,P,Y
66,10,1,18,White/Caucasian,female,40,small,6,10,16,1,1,0,4,W,S
66,10,1,18,White/Caucasian,female,41,large,3,8,11,1,1,0,-6,M,G
66,10,1,18,White/Caucasian,female,42,large,9,9,18,1,1,0,-4,C,S
66,10,1,18,White/Caucasian,female,43,large,1,8,9,1,1,-2,-5,O,J
66,10,1,18,White/Caucasian,female,44,medium,1,8,9,1,1,0,16,G,N
66,10,1,18,White/Caucasian,female,45,large,6,10,16,1,1,0,5,W,K
66,10,1,18,White/Caucasian,female,46,small,1,6,7,1,1,2,2,M,N
66,10,1,18,White/Caucasian,female,47,medium,2,6,8,1,1,0,-5,E,S
66,10,1,18,White/Caucasian,female,48,small,9,9,18,1,1,0,2,W,Z
66,10,1,18,White/Caucasian,female,49,small,3,6,9,1,1,-3,14,M,J
66,10,1,18,White/Caucasian,female,50,small,1,10,11,1,1,1,-7,A,Z
66,10,1,18,White/Caucasian,female,51,large,3,9,12,1,1,1,-1,F,J
66,10,1,18,White/Caucasian,female,52,medium,9,10,19,1,1,-2,1,D,B
66,10,1,18,White/Caucasian,female,53,medium,9,9,18,1,1,1,-10,E,Q
66,10,1,18,White/Caucasian,female,54,small,2,8,10,1,1,0,-1,N,E
66,10,1,18,White/Caucasian,female,55,medium,1,6,7,1,1,0,12,P,Q
66,10,1,18,White/Caucasian,female,56,large,1,7,8,1,1,1,-4,M,Y
66,10,1,18,White/Caucasian,female,57,small,1,7,8,1,1,3,6,Z,P
66,10,1,18,White/Caucasian,female,58,small,3,8,11,1,1,1,-4,F,I
66,10,1,18,White/Caucasian,female,59,medium,6,6,12,1,1,0,3,W,K
66,10,1,18,White/Caucasian,female,60,small,9,10,19,1,1,2,-5,K,S
66,10,1,18,White/Caucasian,female,61,small,1,9,10,1,1,1,15,M,Z
66,10,1,18,White/Caucasian,female,62,large,6,9,15,1,2,1,-6,F,U
66,10,1,18,White/Caucasian,female,63,large,6,6,12,1,1,8,1,S,R
66,10,1,18,White/Caucasian,female,64,large,1,10,11,1,2,0,6,Z,K
66,10,1,18,White/Caucasian,female,65,large,3,10,13,2,1,-1,-2,K,Y
66,10,1,18,White/Caucasian,female,66,large,3,6,9,1,1,4,-4,E,T
66,10,1,18,White/Caucasian,female,67,small,3,10,13,1,1,1,-8,E,S
66,10,1,18,White/Caucasian,female,68,medium,2,9,11,,1,13,-3,Z,L
66,10,1,18,White/Caucasian,female,69,small,6,9,15,1,1,1,-7,F,H
66,10,1,18,White/Caucasian,female,70,medium,2,8,10,1,1,0,1,A,W
66,10,1,18,White/Caucasian,female,71,large,9,6,15,1,1,-2,-8,F,K
66,10,1,18,White/Caucasian,female,72,large,2,6,8,1,1,0,0,J,B
66,10,1,18,White/Caucasian,female,73,medium,3,6,9,1,1,5,0,O,Z
66,10,1,18,White/Caucasian,female,74,small,2,7,9,,1,0,1,M,Z
66,10,1,18,White/Caucasian,female,75,small,6,8,14,1,1,16,0,G,K
66,10,1,18,White/Caucasian,female,1,small,6,9,15,1,1,2,-7,A,Z
66,10,1,18,White/Caucasian,female,2,large,9,6,15,1,1,8,-1,K,K
66,10,1,18,White/Caucasian,female,3,small,2,8,10,1,1,3,0,P,Z
66,10,1,18,White/Caucasian,female,4,large,1,8,9,1,1,2,-1,K,L
66,10,1,18,White/Caucasian,female,5,medium,9,6,15,1,1,2,2,F,D
66,10,1,18,White/Caucasian,female,6,small,9,10,19,1,1,-1,-12,O,H
66,10,1,18,White/Caucasian,female,7,large,6,6,12,1,1,9,4,M,D
66,10,1,18,White/Caucasian,female,8,medium,2,10,12,1,1,0,-1,E,A
66,10,1,18,White/Caucasian,female,9,large,1,10,11,1,1,1,-8,C,J
66,10,1,18,White/Caucasian,female,10,medium,1,9,10,,1,10,1,W,K
66,10,1,18,White/Caucasian,female,11,small,2,7,9,1,1,7,4,B,T
66,10,1,18,White/Caucasian,female,12,medium,9,10,19,1,1,0,-12,U,K
66,10,1,18,White/Caucasian,female,13,large,6,7,13,1,1,0,5,Q,J
66,10,1,18,White/Caucasian,female,14,large,6,9,15,1,1,16,-9,G,J
66,10,1,18,White/Caucasian,female,15,medium,2,9,11,1,1,1,-6,P,L
66,10,1,18,White/Caucasian,female,16,small,1,10,11,1,1,-1,0,P,Q
66,10,1,18,White/Caucasian,female,17,small,9,9,18,1,1,3,-8,M,T
66,10,1,18,White/Caucasian,female,18,medium,6,6,12,1,1,-1,-1,O,P
66,10,1,18,White/Caucasian,female,19,small,6,7,13,1,1,0,-7,S,Q
66,10,1,18,White/Caucasian,female,20,small,9,8,17,1,1,2,-11,L,J
66,10,1,18,White/Caucasian,female,21,small,3,9,12,1,1,6,-1,E,K
66,10,1,18,White/Caucasian,female,22,medium,3,8,11,1,1,-4,3,K,J
66,10,1,18,White/Caucasian,female,23,large,2,9,11,1,1,6,-3,W,T
66,10,1,18,White/Caucasian,female,24,small,1,8,9,1,1,13,-8,K,H
66,10,1,18,White/Caucasian,female,25,small,1,7,8,1,1,1,15,E,M
66,10,1,18,White/Caucasian,female,26,small,3,10,13,1,1,,-1,,V
66,10,1,18,White/Caucasian,female,27,medium,2,8,10,1,1,14,13,E,U
66,10,1,18,White/Caucasian,female,28,large,2,10,12,1,1,9,1,M,N
66,10,1,18,White/Caucasian,female,29,small,9,7,16,1,1,-1,-13,E,G
66,10,1,18,White/Caucasian,female,30,medium,3,9,12,1,1,1,-3,N,H
66,10,1,18,White/Caucasian,female,31,small,6,8,14,1,1,0,0,S,J
66,10,1,18,White/Caucasian,female,32,medium,6,7,13,1,1,-5,3,R,P
66,10,1,18,White/Caucasian,female,33,medium,2,6,8,1,1,1,9,R,K
66,10,1,18,White/Caucasian,female,34,medium,1,8,9,1,1,1,-2,V,L
66,10,1,18,White/Caucasian,female,35,small,3,6,9,1,1,3,9,G,W
66,10,1,18,White/Caucasian,female,36,small,9,6,15,1,2,8,0,M,G
66,10,1,18,White/Caucasian,female,37,large,9,10,19,1,1,14,-13,Y,M
66,10,1,18,White/Caucasian,female,38,large,9,7,16,1,1,0,-3,P,S
66,10,1,18,White/Caucasian,female,39,small,3,8,11,1,1,-1,,H,
66,10,1,18,White/Caucasian,female,40,small,6,10,16,1,1,1,-6,A,W
66,10,1,18,White/Caucasian,female,41,large,3,7,10,1,,6,10,G,A
66,10,1,18,White/Caucasian,female,42,large,1,9,10,1,1,3,14,Z,D
66,10,1,18,White/Caucasian,female,43,large,9,9,18,1,1,1,0,W,T
66,10,1,18,White/Caucasian,female,44,medium,1,7,8,1,1,2,-1,G,F
66,10,1,18,White/Caucasian,female,45,small,1,9,10,1,1,1,-1,T,B
66,10,1,18,White/Caucasian,female,46,large,3,8,11,1,1,1,5,S,J
66,10,1,18,White/Caucasian,female,47,large,3,10,13,1,2,0,-6,A,Q
66,10,1,18,White/Caucasian,female,48,large,6,8,14,1,1,1,-1,R,S
66,10,1,18,White/Caucasian,female,49,medium,9,9,18,2,1,12,-7,O,K
66,10,1,18,White/Caucasian,female,50,large,2,7,9,1,1,-1,13,H,K
66,10,1,18,White/Caucasian,female,51,large,6,10,16,1,1,-9,4,L,V
66,10,1,18,White/Caucasian,female,52,large,9,8,17,1,1,-3,-8,O,J
66,10,1,18,White/Caucasian,female,53,small,2,10,12,1,1,0,1,A,S
66,10,1,18,White/Caucasian,female,54,small,6,6,12,,1,8,5,W,K
66,10,1,18,White/Caucasian,female,55,medium,6,10,16,1,1,0,8,A,M
66,10,1,18,White/Caucasian,female,56,large,1,6,7,1,1,11,15,A,L
66,10,1,18,White/Caucasian,female,57,large,3,9,12,1,1,1,1,R,Z
66,10,1,18,White/Caucasian,female,58,large,3,6,9,1,1,9,5,K,H
66,10,1,18,White/Caucasian,female,59,small,2,6,8,1,1,-2,-3,I,T
66,10,1,18,White/Caucasian,female,60,medium,1,10,11,1,1,7,5,Y,B
66,10,1,18,White/Caucasian,female,61,small,2,9,11,1,1,1,9,H,U
66,10,1,18,White/Caucasian,female,62,large,2,8,10,2,1,2,,X,
66,10,1,18,White/Caucasian,female,63,medium,3,6,9,1,2,2,1,S,O
66,10,1,18,White/Caucasian,female,64,large,1,7,8,1,1,2,-1,V,A
66,10,1,18,White/Caucasian,female,65,medium,9,8,17,1,1,9,-3,K,L
66,10,1,18,White/Caucasian,female,66,small,3,7,10,1,1,-1,2,W,L
66,10,1,18,White/Caucasian,female,67,medium,3,10,13,1,2,-1,-2,Y,Z
66,10,1,18,White/Caucasian,female,68,small,1,6,7,2,1,2,4,A,K
66,10,1,18,White/Caucasian,female,69,medium,1,6,7,1,2,1,-1,O,J
66,10,1,18,White/Caucasian,female,70,large,2,6,8,2,2,-3,-2,E,H
66,10,1,18,White/Caucasian,female,71,medium,6,8,14,1,2,1,-5,M,M
66,10,1,18,White/Caucasian,female,72,medium,6,9,15,1,1,8,4,P,M
66,10,1,18,White/Caucasian,female,73,medium,3,7,10,1,1,1,1,M,P
66,10,1,18,White/Caucasian,female,74,medium,9,7,16,1,1,8,-10,C,K
66,10,1,18,White/Caucasian,female,75,medium,2,7,9,1,1,19,-4,H,K
66,11,1,19,Black/African American,male,1,large,2,7,9,1,1,0,1,P,X
66,11,1,19,Black/African American,male,2,large,6,7,13,1,1,-1,-9,P,M
66,11,1,19,Black/African American,male,3,small,1,7,8,1,1,1,1,F,R
66,11,1,19,Black/African American,male,4,small,6,9,15,1,1,17,-12,T,R
66,11,1,19,Black/African American,male,5,large,6,8,14,1,1,1,4,K,S
66,11,1,19,Black/African American,male,6,medium,2,7,9,1,1,0,-4,D,F
66,11,1,19,Black/African American,male,7,small,2,7,9,2,1,-1,-8,W,E
66,11,1,19,Black/African American,male,8,large,2,6,8,1,1,1,11,P,X
66,11,1,19,Black/African American,male,9,medium,6,6,12,1,1,0,3,P,D
66,11,1,19,Black/African American,male,10,medium,3,10,13,1,1,-5,,N,
66,11,1,19,Black/African American,male,11,large,9,9,18,1,1,1,1,F,W
66,11,1,19,Black/African American,male,12,medium,2,6,8,1,1,2,-3,C,S
66,11,1,19,Black/African American,male,13,medium,9,6,15,1,1,0,4,N,B
66,11,1,19,Black/African American,male,14,medium,2,10,12,1,1,4,-2,N,M
66,11,1,19,Black/African American,male,15,medium,9,9,18,1,1,0,1,E,X
66,11,1,19,Black/African American,male,16,medium,3,6,9,1,1,3,1,P,H
66,11,1,19,Black/African American,male,17,medium,9,8,17,1,1,0,2,N,P
66,11,1,19,Black/African American,male,18,large,1,7,8,1,1,-4,-4,F,D
66,11,1,19,Black/African American,male,19,large,9,10,19,1,,0,2,E,A
66,11,1,19,Black/African American,male,20,medium,6,7,13,1,1,16,-4,D,F
66,11,1,19,Black/African American,male,21,small,3,6,9,1,1,-1,15,G,H
66,11,1,19,Black/African American,male,22,large,2,9,11,1,1,0,0,S,A
66,11,1,19,Black/African American,male,23,large,6,6,12,1,1,0,4,X,Q
66,11,1,19,Black/African American,male,24,large,1,10,11,1,1,0,-3,W,E
66,11,1,19,Black/African American,male,25,medium,2,8,10,1,1,0,-4,M,N
66,11,1,19,Black/African American,male,26,medium,9,10,19,1,2,4,0,E,P
66,11,1,19,Black/African American,male,27,large,3,8,11,1,1,-2,9,W,T
66,11,1,19,Black/African American,male,28,small,9,10,19,1,1,-4,-8,E,H
66,11,1,19,Black/African American,male,29,small,1,9,10,1,1,-6,-8,V,H
66,11,1,19,Black/African American,male,30,medium,9,7,16,1,1,1,-3,P,L
66,11,1,19,Black/African American,male,31,medium,3,8,11,1,1,-4,14,W,V
66,11,1,19,Black/African American,male,32,small,1,6,7,1,,2,5,F,D
66,11,1,19,Black/African American,male,33,small,6,8,14,1,1,10,12,W,G
66,11,1,19,Black/African American,male,34,small,9,6,15,1,1,0,-11,S,H
66,11,1,19,Black/African American,male,35,large,3,6,9,1,1,8,-3,N,F
66,11,1,19,Black/African American,male,36,large,3,9,12,1,1,11,-8,E,G
66,11,1,19,Black/African American,male,37,large,6,10,16,1,1,-8,6,N,K
66,11,1,19,Black/African American,male,38,small,9,7,16,1,1,-1,3,U,B
66,11,1,19,Black/African American,male,39,medium,2,9,11,1,1,3,12,F,H
66,11,1,19,Black/African American,male,40,medium,1,7,8,1,1,11,12,B,G
66,11,1,19,Black/African American,male,41,large,1,8,9,1,1,0,-5,D,Z
66,11,1,19,Black/African American,male,42,medium,6,9,15,1,1,1,8,C,H
66,11,1,19,Black/African American,male,43,large,3,7,10,1,1,2,1,D,G
66,11,1,19,Black/African American,male,44,large,2,8,10,1,1,14,-8,F,H
66,11,1,19,Black/African American,male,45,large,2,10,12,1,1,-5,5,D,V
66,11,1,19,Black/African American,male,46,small,6,7,13,1,1,-1,-8,M,L
66,11,1,19,Black/African American,male,47,small,2,10,12,1,1,-7,14,F,G
66,11,1,19,Black/African American,male,48,small,1,8,9,,,,,,
66,11,1,19,Black/African American,male,49,small,2,8,10,1,1,11,-7,F,G
66,11,1,19,Black/African American,male,50,small,3,8,11,1,1,0,2,M,P
66,11,1,19,Black/African American,male,51,medium,1,9,10,1,1,6,10,V,G
66,11,1,19,Black/African American,male,52,medium,1,10,11,1,1,0,-2,A,W
66,11,1,19,Black/African American,male,53,large,1,9,10,1,2,-4,-1,A,W
66,11,1,19,Black/African American,male,54,small,9,8,17,1,1,,-1,,F
66,11,1,19,Black/African American,male,55,large,9,8,17,1,,17,-11,G,J
66,11,1,19,Black/African American,male,56,large,9,7,16,1,1,0,0,D,H
66,11,1,19,Black/African American,male,57,large,3,10,13,1,1,7,8,B,J
66,11,1,19,Black/African American,male,58,medium,1,8,9,1,,1,-4,D,F
66,11,1,19,Black/African American,male,59,small,6,10,16,1,1,5,0,V,N
66,11,1,19,Black/African American,male,60,small,2,9,11,1,1,-4,7,V,B
66,11,1,19,Black/African American,male,61,small,1,10,11,1,1,-2,-3,a,a
66,11,1,19,Black/African American,male,62,small,3,7,10,1,1,-2,16,f,y
66,11,1,19,Black/African American,male,63,medium,1,6,7,1,1,9,2,f,e
66,11,1,19,Black/African American,male,64,small,3,9,12,1,1,6,9,j,u
66,11,1,19,Black/African American,male,65,medium,6,10,16,1,1,-2,-4,c,p
66,11,1,19,Black/African American,male,66,large,9,6,15,,2,,,,
66,11,1,19,Black/African American,male,67,large,6,9,15,1,1,-6,6,h,k
66,11,1,19,Black/African American,male,68,medium,3,9,12,1,1,14,10,y,n
66,11,1,19,Black/African American,male,69,medium,6,8,14,1,1,5,-8,g,m
66,11,1,19,Black/African American,male,70,small,9,9,18,1,1,10,-11,c,l
66,11,1,19,Black/African American,male,71,small,3,10,13,2,1,,-12,,g
66,11,1,19,Black/African American,male,72,large,1,6,7,1,1,17,2,j,a
66,11,1,19,Black/African American,male,73,medium,3,7,10,1,,13,-4,d,e
66,11,1,19,Black/African American,male,74,small,6,6,12,1,,14,,f,
66,11,1,19,Black/African American,male,75,small,2,6,8,1,1,19,10,a,g
66,11,1,19,Black/African American,male,1,large,1,7,8,1,1,11,12,g,f
66,11,1,19,Black/African American,male,2,large,9,7,16,1,1,-3,-3,g,n
66,11,1,19,Black/African American,male,3,small,2,8,10,1,1,7,-1,x,f
66,11,1,19,Black/African American,male,4,small,3,8,11,1,1,18,1,g,q
66,11,1,19,Black/African American,male,5,large,3,8,11,1,1,1,-3,k,v
66,11,1,19,Black/African American,male,6,medium,1,6,7,1,1,15,4,e,j
66,11,1,19,Black/African American,male,7,medium,2,7,9,1,1,2,8,a,v
66,11,1,19,Black/African American,male,8,medium,9,6,15,1,1,0,-7,x,y
66,11,1,19,Black/African American,male,9,large,2,9,11,,1,,-1,,d
66,11,1,19,Black/African American,male,10,medium,1,8,9,1,1,0,17,n,l
66,11,1,19,Black/African American,male,11,small,1,7,8,1,1,14,2,a,v
66,11,1,19,Black/African American,male,12,small,2,6,8,1,1,7,-1,d,b
66,11,1,19,Black/African American,male,13,medium,3,7,10,1,1,-5,2,c,h
66,11,1,19,Black/African American,male,14,small,9,6,15,1,1,6,-14,a,f
66,11,1,19,Black/African American,male,15,large,1,8,9,1,1,12,-4,x,v
66,11,1,19,Black/African American,male,16,small,9,8,17,1,1,15,-7,p,v
66,11,1,19,Black/African American,male,17,small,1,10,11,1,1,7,,d,
66,11,1,19,Black/African American,male,18,small,6,7,13,1,1,2,2,x,j
66,11,1,19,Black/African American,male,19,medium,1,7,8,1,1,12,10,c,j
66,11,1,19,Black/African American,male,20,small,6,8,14,1,1,-2,-13,s,j
66,11,1,19,Black/African American,male,21,large,6,8,14,1,1,18,-1,n,j
66,11,1,19,Black/African American,male,22,large,3,7,10,1,1,15,-8,f,b
66,11,1,19,Black/African American,male,23,large,3,6,9,1,1,7,8,l,c
66,11,1,19,Black/African American,male,24,medium,3,10,13,1,1,2,0,w,g
66,11,1,19,Black/African American,male,25,medium,9,9,18,1,1,-3,-2,v,j
66,11,1,19,Black/African American,male,26,small,1,9,10,1,1,15,1,j,f
66,11,1,19,Black/African American,male,27,large,9,9,18,,1,-5,1,d,f
66,11,1,19,Black/African American,male,28,medium,1,9,10,1,1,,-8,,g
66,11,1,19,Black/African American,male,29,large,9,8,17,1,1,2,-8,d,g
66,11,1,19,Black/African American,male,30,small,9,7,16,1,1,15,5,n,h
66,11,1,19,Black/African American,male,31,medium,2,6,8,3,1,,13,,r
66,11,1,19,Black/African American,male,32,small,9,9,18,1,1,3,-9,k,o
66,11,1,19,Black/African American,male,33,medium,6,7,13,1,1,-1,11,w,v
66,11,1,19,Black/African American,male,34,large,2,10,12,1,1,4,-6,g,e
66,11,1,19,Black/African American,male,35,large,6,10,16,2,1,0,-4,m,l
66,11,1,19,Black/African American,male,36,large,6,9,15,1,1,1,-14,f,g
66,11,1,19,Black/African American,male,37,large,9,10,19,1,1,-2,-17,r,g
66,11,1,19,Black/African American,male,38,small,6,9,15,1,1,15,3,d,g
66,11,1,19,Black/African American,male,39,medium,2,9,11,1,1,4,-2,w,g
66,11,1,19,Black/African American,male,40,medium,9,8,17,1,1,10,3,g,n
66,11,1,19,Black/African American,male,41,small,6,6,12,2,3,1,0,d,i
66,11,1,19,Black/African American,male,42,medium,9,7,16,1,1,12,8,p,h
66,11,1,19,Black/African American,male,43,large,3,10,13,1,1,-6,0,a,f
66,11,1,19,Black/African American,male,44,large,1,6,7,1,1,6,6,g,h
66,11,1,19,Black/African American,male,45,small,6,10,16,1,1,4,-5,b,d
