SOA,Subject,Session,Age,Ethnicity,Sex,Trial,AnnulusSize,Lag,T1Position,T2Position,T1Conf,T2Conf,T1SPE,T2SPE,T1Resp,T2Resp
66,51,1,18,White/Caucasian,female,65,medium,2,6,8,1,1,19,8,K,P
66,51,1,18,White/Caucasian,female,66,large,2,9,11,1,3,0,-3,D,Q
66,51,1,18,White/Caucasian,female,67,small,1,10,11,1,1,4,-10,A,S
66,51,1,18,White/Caucasian,female,68,medium,6,9,15,3,2,-1,0,F,D
66,51,1,18,White/Caucasian,female,69,medium,2,8,10,1,1,13,2,P,L
66,51,1,18,White/Caucasian,female,70,medium,1,8,9,1,1,5,2,S,A
66,51,1,18,White/Caucasian,female,71,medium,6,8,14,1,1,4,1,D,L
66,51,1,18,White/Caucasian,female,72,large,9,7,16,2,2,2,6,W,S
66,51,1,18,White/Caucasian,female,73,small,2,6,8,2,1,0,15,V,S
66,51,1,18,White/Caucasian,female,74,small,2,7,9,1,1,1,-2,I,N
66,51,1,18,White/Caucasian,female,75,small,9,7,16,1,1,0,2,M,O
66,52,1,18,Black/African American,male,1,small,6,8,14,3,3,-1,0,P,W
66,52,1,18,Black/African American,male,2,large,6,6,12,3,2,-1,3,Z,M
66,52,1,18,Black/African American,male,3,small,3,7,10,2,2,0,-2,S,L
66,52,1,18,Black/African American,male,4,medium,3,10,13,1,1,-1,10,M,V
66,52,1,18,Black/African American,male,5,small,1,6,7,3,1,1,6,T,D
66,52,1,18,Black/African American,male,6,large,9,8,17,3,2,13,2,F,W
66,52,1,18,Black/African American,male,7,small,9,10,19,3,2,-1,0,B,L
66,52,1,18,Black/African American,male,8,medium,3,8,11,3,1,0,14,O,K
66,52,1,18,Black/African American,male,9,small,2,6,8,3,2,0,-3,F,B
66,52,1,18,Black/African American,male,10,small,3,6,9,3,2,0,2,P,W
66,52,1,18,Black/African American,male,11,medium,9,10,19,1,2,1,-15,M,F
66,52,1,18,Black/African American,male,12,small,9,7,16,1,2,-1,-8,Q,X
66,52,1,18,Black/African American,male,13,medium,1,8,9,3,2,2,5,H,F
66,52,1,18,Black/African American,male,14,small,9,8,17,3,3,1,1,A,N
66,52,1,18,Black/African American,male,15,small,3,9,12,3,1,0,-1,L,N
66,52,1,18,Black/African American,male,16,large,9,9,18,3,3,0,1,I,J
66,52,1,18,Black/African American,male,17,small,6,7,13,3,2,-1,2,Z,V
66,52,1,18,Black/African American,male,18,large,9,10,19,3,1,0,2,N,H
66,52,1,18,Black/African American,male,19,small,2,8,10,3,1,0,16,G,R
66,52,1,18,Black/African American,male,20,large,6,9,15,3,3,0,2,M,N
66,52,1,18,Black/African American,male,21,medium,2,8,10,3,1,0,0,M,F
66,52,1,18,Black/African American,male,22,large,6,8,14,2,2,1,-9,V,Q
66,52,1,18,Black/African American,male,23,large,9,7,16,3,1,-5,-7,S,J
66,52,1,18,Black/African American,male,24,medium,9,6,15,3,3,1,1,J,E
66,52,1,18,Black/African American,male,25,large,1,6,7,3,1,0,5,A,V
66,52,1,18,Black/African American,male,26,large,3,8,11,3,3,0,-9,J,M
66,52,1,18,Black/African American,male,27,medium,1,6,7,3,2,0,-3,V,K
66,52,1,18,Black/African American,male,28,large,6,10,16,2,3,1,-1,H,M
66,52,1,18,Black/African American,male,29,small,6,6,12,3,2,-1,-1,A,G
66,52,1,18,Black/African American,male,30,small,9,9,18,3,2,0,-1,B,P
66,52,1,18,Black/African American,male,31,large,1,10,11,2,1,1,7,E,F
66,52,1,18,Black/African American,male,32,large,2,6,8,3,1,-1,-7,B,F
66,52,1,18,Black/African American,male,33,small,2,9,11,3,2,1,2,A,Y
66,52,1,18,Black/African American,male,34,large,1,9,10,3,1,1,-1,N,H
66,52,1,18,Black/African American,male,35,small,1,10,11,1,1,0,12,A,F
66,52,1,18,Black/African American,male,36,large,3,7,10,2,1,0,-5,G,V
66,52,1,18,Black/African American,male,37,small,3,10,13,3,2,0,-5,K,M
66,52,1,18,Black/African American,male,38,medium,9,7,16,3,2,16,-9,L,J
66,52,1,18,Black/African American,male,39,medium,1,10,11,2,1,0,-2,J,L
66,52,1,18,Black/African American,male,40,small,2,7,9,2,1,-6,-3,M,X
66,52,1,18,Black/African American,male,41,medium,1,7,8,3,3,2,-1,K,Y
66,52,1,18,Black/African American,male,42,large,3,10,13,2,2,1,-3,P,R
66,52,1,18,Black/African American,male,43,medium,2,10,12,3,3,0,1,L,W
66,52,1,18,Black/African American,male,44,small,1,9,10,3,3,1,-1,R,Q
66,52,1,18,Black/African American,male,45,medium,9,9,18,1,3,2,1,F,J
66,52,1,18,Black/African American,male,46,medium,3,6,9,3,1,0,-1,J,E
66,52,1,18,Black/African American,male,47,medium,1,9,10,3,3,0,1,W,Q
66,52,1,18,Black/African American,male,48,large,2,10,12,3,2,1,0,T,F
66,52,1,18,Black/African American,male,49,large,1,7,8,2,3,0,1,R,D
66,52,1,18,Black/African American,male,50,small,6,9,15,3,3,0,3,K,Y
66,52,1,18,Black/African American,male,51,large,3,6,9,3,2,-1,-2,X,S
66,52,1,18,Black/African American,male,52,medium,6,7,13,2,1,0,4,Y,F
66,52,1,18,Black/African American,male,53,large,9,6,15,2,1,0,-11,P,F
66,52,1,18,Black/African American,male,54,large,2,7,9,1,1,-1,-5,D,X
66,52,1,18,Black/African American,male,55,medium,6,8,14,3,3,1,2,A,V
66,52,1,18,Black/African American,male,56,medium,2,7,9,2,3,1,-2,F,N
66,52,1,18,Black/African American,male,57,large,2,9,11,,,1,-2,W,Y
66,52,1,18,Black/African American,male,58,small,6,10,16,2,2,0,-5,M,J
66,52,1,18,Black/African American,male,59,small,9,6,15,3,3,0,1,X,N
66,52,1,18,Black/African American,male,60,large,3,9,12,2,1,-1,-1,G,A
66,52,1,18,Black/African American,male,61,large,1,8,9,,1,0,2,K,F
66,52,1,18,Black/African American,male,62,medium,3,9,12,3,2,1,2,J,W
66,52,1,18,Black/African American,male,63,medium,3,7,10,2,2,1,-3,P,L
66,52,1,18,Black/African American,male,64,small,1,7,8,2,2,-1,0,W,Y
66,52,1,18,Black/African American,male,65,medium,2,9,11,2,1,0,-3,L,T
66,52,1,18,Black/African American,male,66,large,6,7,13,3,3,0,2,I,M
66,52,1,18,Black/African American,male,67,medium,6,6,12,2,1,-1,-9,X,Y
66,52,1,18,Black/African American,male,68,medium,6,10,16,1,1,1,-9,F,N
66,52,1,18,Black/African American,male,69,large,2,8,10,2,1,-1,-6,P,S
66,52,1,18,Black/African American,male,70,medium,2,6,8,1,1,1,-3,M,T
66,52,1,18,Black/African American,male,71,small,2,10,12,2,2,0,-1,A,O
66,52,1,18,Black/African American,male,72,medium,6,9,15,2,1,1,-7,K,Y
66,52,1,18,Black/African American,male,73,small,1,8,9,3,1,-1,0,Y,U
66,52,1,18,Black/African American,male,74,small,3,8,11,3,1,2,15,W,Y
66,52,1,18,Black/African American,male,75,medium,9,8,17,3,1,0,1,B,G
66,52,1,18,Black/African American,male,1,small,2,9,11,2,1,-1,-1,U,R
66,52,1,18,Black/African American,male,2,medium,6,9,15,3,1,0,-10,J,S
66,52,1,18,Black/African American,male,3,medium,1,8,9,3,1,1,3,Y,C
66,52,1,18,Black/African American,male,4,medium,9,7,16,3,3,2,1,G,H
66,52,1,18,Black/African American,male,5,small,6,6,12,3,3,1,-1,W,H
66,52,1,18,Black/African American,male,6,large,1,9,10,2,2,0,-6,S,H
66,52,1,18,Black/African American,male,7,medium,3,8,11,1,1,-1,3,S,N
66,52,1,18,Black/African American,male,8,large,1,10,11,2,2,1,-2,Y,E
66,52,1,18,Black/African American,male,9,large,3,10,13,3,3,0,-1,K,M
66,52,1,18,Black/African American,male,10,medium,9,6,15,3,3,1,1,B,W
66,52,1,18,Black/African American,male,11,medium,1,10,11,2,2,0,-3,W,T
66,52,1,18,Black/African American,male,12,medium,1,7,8,1,3,5,-1,Q,N
66,52,1,18,Black/African American,male,13,medium,6,8,14,3,1,1,8,K,G
66,52,1,18,Black/African American,male,14,large,9,8,17,1,1,2,3,B,H
66,52,1,18,Black/African American,male,15,large,3,6,9,2,3,1,-3,S,Y
66,52,1,18,Black/African American,male,16,small,6,8,14,1,3,-2,1,B,J
66,52,1,18,Black/African American,male,17,medium,9,8,17,2,1,-1,-1,W,T
66,52,1,18,Black/African American,male,18,large,1,8,9,3,1,1,-1,F,S
66,52,1,18,Black/African American,male,19,medium,3,7,10,2,2,1,-3,V,H
66,52,1,18,Black/African American,male,20,medium,3,9,12,2,1,-1,5,K,P
66,52,1,18,Black/African American,male,21,large,9,9,18,3,3,1,1,A,W
66,52,1,18,Black/African American,male,22,medium,2,6,8,3,3,1,-2,A,I
66,52,1,18,Black/African American,male,23,small,9,6,15,3,3,-2,1,M,G
66,52,1,18,Black/African American,male,24,large,9,10,19,2,2,-1,1,K,H
66,52,1,18,Black/African American,male,25,medium,6,6,12,3,2,1,2,T,M
66,52,1,18,Black/African American,male,26,large,9,7,16,2,1,0,0,Q,S
66,52,1,18,Black/African American,male,27,small,3,10,13,2,2,-1,-3,M,H
66,52,1,18,Black/African American,male,28,small,2,7,9,3,2,0,-1,Y,I
66,52,1,18,Black/African American,male,29,small,9,8,17,3,3,-1,1,N,Y
66,52,1,18,Black/African American,male,30,large,2,6,8,2,1,2,17,L,X
66,52,1,18,Black/African American,male,31,small,6,10,16,3,3,2,2,N,F
66,52,1,18,Black/African American,male,32,large,6,7,13,2,3,-2,3,F,D
66,52,1,18,Black/African American,male,33,medium,2,8,10,2,3,2,-3,X,H
66,52,1,18,Black/African American,male,34,medium,2,7,9,3,2,0,-3,R,W
66,52,1,18,Black/African American,male,35,small,9,7,16,3,2,0,-1,T,J
66,52,1,18,Black/African American,male,36,small,1,6,7,3,2,1,12,V,R
66,52,1,18,Black/African American,male,37,large,3,8,11,3,,1,3,P,R
66,52,1,18,Black/African American,male,38,medium,1,9,10,3,1,-2,0,Y,B
66,52,1,18,Black/African American,male,39,small,3,6,9,2,2,0,1,F,A
66,52,1,18,Black/African American,male,40,large,9,6,15,3,2,-1,2,Z,U
66,52,1,18,Black/African American,male,41,small,2,8,10,3,1,0,2,W,O
66,52,1,18,Black/African American,male,42,large,3,7,10,3,1,-4,10,K,F
66,52,1,18,Black/African American,male,43,large,6,6,12,3,1,2,0,W,U
66,52,1,18,Black/African American,male,44,small,2,6,8,3,2,1,2,K,F
66,52,1,18,Black/African American,male,45,large,1,6,7,3,,0,0,S,I
66,52,1,18,Black/African American,male,46,medium,3,10,13,2,1,1,-3,A,S
66,52,1,18,Black/African American,male,47,large,6,9,15,3,3,0,0,X,K
66,52,1,18,Black/African American,male,48,medium,9,10,19,3,2,1,1,J,Y
66,52,1,18,Black/African American,male,49,small,1,9,10,3,3,1,10,B,I
66,52,1,18,Black/African American,male,50,large,2,7,9,3,3,-1,-1,J,I
66,52,1,18,Black/African American,male,51,medium,2,9,11,3,2,0,,M,
66,52,1,18,Black/African American,male,52,medium,3,6,9,2,3,0,-4,N,T
66,52,1,18,Black/African American,male,53,large,2,8,10,2,1,2,2,W,Y
66,52,1,18,Black/African American,male,54,small,6,7,13,3,3,0,-8,U,Q
66,52,1,18,Black/African American,male,55,medium,2,10,12,3,1,-1,-2,P,A
66,52,1,18,Black/African American,male,56,small,1,10,11,2,3,-1,0,U,X
66,52,1,18,Black/African American,male,57,large,2,10,12,2,3,-1,-2,M,E
66,52,1,18,Black/African American,male,58,small,6,9,15,3,3,1,-6,A,I
66,52,1,18,Black/African American,male,59,large,1,7,8,3,1,0,-5,P,R
66,52,1,18,Black/African American,male,60,small,3,7,10,3,2,-2,16,W,O
66,52,1,18,Black/African American,male,61,small,3,9,12,3,1,0,5,C,W
66,52,1,18,Black/African American,male,62,medium,6,10,16,3,3,0,2,J,O
66,52,1,18,Black/African American,male,63,large,6,10,16,2,2,1,-10,P,V
66,52,1,18,Black/African American,male,64,small,9,9,18,3,3,0,0,D,H
66,52,1,18,Black/African American,male,65,large,2,9,11,2,2,-1,15,K,V
66,52,1,18,Black/African American,male,66,small,3,8,11,2,1,1,8,K,J
66,52,1,18,Black/African American,male,67,large,3,9,12,3,1,0,-8,P,R
66,52,1,18,Black/African American,male,68,small,9,10,19,,3,-1,0,J,P
66,52,1,18,Black/African American,male,69,medium,9,9,18,3,3,1,0,W,A
66,52,1,18,Black/African American,male,70,small,1,8,9,3,2,1,2,V,W
66,52,1,18,Black/African American,male,71,small,2,10,12,1,3,-8,-3,U,V
66,52,1,18,Black/African American,male,72,medium,1,6,7,2,3,2,0,A,T
66,52,1,18,Black/African American,male,73,large,6,8,14,3,3,1,2,W,T
66,52,1,18,Black/African American,male,74,medium,6,7,13,3,3,0,1,Z,X
66,52,1,18,Black/African American,male,75,small,1,7,8,2,2,1,7,K,R
66,52,1,18,Black/African American,male,1,large,9,8,17,2,1,0,1,P,U
66,52,1,18,Black/African American,male,2,large,2,10,12,3,1,-1,3,G,W
66,52,1,18,Black/African American,male,3,large,3,10,13,3,2,1,-3,H,P
66,52,1,18,Black/African American,male,4,large,6,6,12,1,2,13,3,T,V
66,52,1,18,Black/African American,male,5,medium,3,8,11,3,2,0,-2,K,F
66,52,1,18,Black/African American,male,6,small,6,9,15,3,3,0,1,N,P
66,52,1,18,Black/African American,male,7,large,9,9,18,3,3,-2,,K,
66,52,1,18,Black/African American,male,8,large,1,6,7,2,2,0,0,A,Z
66,52,1,18,Black/African American,male,9,large,2,6,8,1,1,0,-1,P,I
66,52,1,18,Black/African American,male,10,small,2,10,12,2,2,-1,-4,M,J
66,52,1,18,Black/African American,male,11,large,3,8,11,3,2,2,-3,Y,W
66,52,1,18,Black/African American,male,12,large,6,8,14,2,1,1,-9,H,R
66,52,1,18,Black/African American,male,13,large,1,9,10,3,1,0,-4,R,J
66,52,1,18,Black/African American,male,14,small,9,9,18,2,1,0,-1,R,W
66,52,1,18,Black/African American,male,15,medium,9,6,15,3,2,-1,-1,K,J
66,52,1,18,Black/African American,male,16,large,9,6,15,3,2,0,0,V,R
66,52,1,18,Black/African American,male,17,large,2,7,9,3,2,0,9,W,F
66,52,1,18,Black/African American,male,18,small,1,6,7,3,1,0,-3,Q,E
66,52,1,18,Black/African American,male,19,small,3,6,9,3,1,18,12,F,K
66,52,1,18,Black/African American,male,20,small,6,6,12,3,3,0,-2,N,W
66,52,1,18,Black/African American,male,21,medium,3,6,9,2,1,2,-2,N,H
66,52,1,18,Black/African American,male,22,medium,9,8,17,3,2,0,-2,K,A
66,52,1,18,Black/African American,male,23,small,9,8,17,3,3,-2,-1,V,M
66,52,1,18,Black/African American,male,24,medium,1,9,10,2,2,-7,0,N,M
66,52,1,18,Black/African American,male,25,large,1,7,8,2,2,-1,1,W,J
66,52,1,18,Black/African American,male,26,medium,2,8,10,1,1,0,0,M,P
66,52,1,18,Black/African American,male,27,medium,9,7,16,3,1,-1,-7,T,W
66,52,1,18,Black/African American,male,28,medium,1,10,11,2,1,0,-2,H,J
66,52,1,18,Black/African American,male,29,large,9,7,16,3,3,0,-1,W,M
66,52,1,18,Black/African American,male,30,large,6,9,15,3,2,1,-1,X,R
66,52,1,18,Black/African American,male,31,small,6,8,14,3,1,-1,5,Q,W
66,52,1,18,Black/African American,male,32,small,1,10,11,3,2,-1,-8,T,U
66,52,1,18,Black/African American,male,33,medium,2,10,12,2,3,1,-3,H,I
66,52,1,18,Black/African American,male,34,medium,2,9,11,2,3,2,-2,K,I
66,52,1,18,Black/African American,male,35,large,6,10,16,2,3,0,-7,R,N
66,52,1,18,Black/African American,male,36,medium,3,7,10,2,2,3,13,W,Y
66,52,1,18,Black/African American,male,37,small,2,8,10,3,1,1,-4,A,V
66,52,1,18,Black/African American,male,38,large,3,9,12,2,2,0,-4,W,G
66,52,1,18,Black/African American,male,39,small,1,7,8,1,1,1,14,M,N
66,52,1,18,Black/African American,male,40,medium,9,10,19,3,2,1,-7,A,N
66,52,1,18,Black/African American,male,41,large,2,9,11,2,1,1,0,N,I
66,52,1,18,Black/African American,male,42,large,1,10,11,2,2,0,0,T,O
66,52,1,18,Black/African American,male,43,large,3,6,9,2,3,-1,0,Y,F
66,52,1,18,Black/African American,male,44,small,2,6,8,2,3,-1,-2,M,R
66,52,1,18,Black/African American,male,45,large,6,7,13,1,1,0,0,J,A
66,52,1,18,Black/African American,male,46,medium,3,9,12,2,3,1,-5,T,L
66,52,1,18,Black/African American,male,47,small,9,6,15,3,2,-1,-9,O,P
66,52,1,18,Black/African American,male,48,small,3,8,11,3,2,-1,-3,W,I
66,52,1,18,Black/African American,male,49,medium,9,9,18,1,3,-1,-1,Q,W
66,52,1,18,Black/African American,male,50,medium,1,8,9,2,1,2,-2,N,L
66,52,1,18,Black/African American,male,51,small,3,7,10,3,2,-3,-3,R,L
66,52,1,18,Black/African American,male,52,medium,6,8,14,2,2,1,1,J,L
66,52,1,18,Black/African American,male,53,large,2,8,10,3,1,3,-1,W,H
66,52,1,18,Black/African American,male,54,small,6,10,16,1,3,-6,1,Y,M
66,52,1,18,Black/African American,male,55,small,1,8,9,3,2,1,-4,L,J
66,52,1,18,Black/African American,male,56,medium,6,10,16,2,3,0,1,W,R
66,52,1,18,Black/African American,male,57,medium,6,6,12,1,3,1,-9,M,F
66,52,1,18,Black/African American,male,58,large,1,8,9,1,1,1,3,Q,R
66,52,1,18,Black/African American,male,59,small,3,10,13,2,2,,-4,,O
66,52,1,18,Black/African American,male,60,medium,1,6,7,3,2,1,1,N,T
66,52,1,18,Black/African American,male,61,large,3,7,10,1,3,-1,-2,C,U
66,52,1,18,Black/African American,male,62,medium,1,7,8,3,2,1,1,K,S
66,52,1,18,Black/African American,male,63,large,9,10,19,3,1,-1,-9,P,N
66,52,1,18,Black/African American,male,64,small,9,10,19,3,3,0,0,Y,U
66,52,1,18,Black/African American,male,65,medium,2,7,9,1,2,-3,1,Y,K
66,52,1,18,Black/African American,male,66,small,2,7,9,2,1,-1,-2,P,T
66,52,1,18,Black/African American,male,67,medium,3,10,13,3,1,1,-9,P,I
66,52,1,18,Black/African American,male,68,small,9,7,16,3,3,1,1,V,P
66,52,1,18,Black/African American,male,69,medium,6,9,15,2,3,0,3,N,M
66,52,1,18,Black/African American,male,70,small,2,9,11,2,1,0,1,W,J
66,52,1,18,Black/African American,male,71,medium,6,7,13,1,3,2,2,X,N
66,52,1,18,Black/African American,male,72,small,3,9,12,1,3,-3,-4,J,L
66,52,1,18,Black/African American,male,73,small,1,9,10,3,1,0,13,M,I
66,52,1,18,Black/African American,male,74,small,6,7,13,3,3,1,0,K,W
66,52,1,18,Black/African American,male,75,medium,2,6,8,3,2,0,-1,S,T
66,53,1,19,Black/African American,female,1,small,6,8,14,2,1,0,-4,Y,E
66,53,1,19,Black/African American,female,2,medium,1,6,7,1,1,0,-3,A,W
66,53,1,19,Black/African American,female,3,large,1,7,8,1,1,-1,6,W,R
66,53,1,19,Black/African American,female,4,small,6,10,16,1,1,-1,-2,L,M
66,53,1,19,Black/African American,female,5,small,1,6,7,1,1,2,-1,Y,A
66,53,1,19,Black/African American,female,6,medium,3,6,9,2,1,0,15,L,M
66,53,1,19,Black/African American,female,7,small,3,6,9,2,1,11,0,W,T
66,53,1,19,Black/African American,female,8,medium,1,8,9,1,1,7,9,W,G
66,53,1,19,Black/African American,female,9,small,9,6,15,1,3,,1,,R
66,53,1,19,Black/African American,female,10,large,6,7,13,1,1,10,6,M,V
66,53,1,19,Black/African American,female,11,large,6,10,16,2,1,1,-14,M,V
66,53,1,19,Black/African American,female,12,large,2,10,12,1,1,5,-8,B,C
66,53,1,19,Black/African American,female,13,small,3,10,13,1,1,,-5,,Z
66,53,1,19,Black/African American,female,14,small,1,10,11,3,1,1,,R,
66,53,1,19,Black/African American,female,15,large,3,10,13,1,1,-4,,W,
66,53,1,19,Black/African American,female,16,large,9,10,19,1,1,,1,,F
66,53,1,19,Black/African American,female,17,small,9,8,17,3,3,0,0,W,P
66,53,1,19,Black/African American,female,18,medium,1,7,8,1,1,14,,R,
66,53,1,19,Black/African American,female,19,medium,2,9,11,1,1,0,,E,
66,53,1,19,Black/African American,female,20,large,2,7,9,3,1,1,,A,
66,53,1,19,Black/African American,female,21,small,3,7,10,1,1,0,,D,
66,53,1,19,Black/African American,female,22,medium,6,6,12,2,1,0,9,Q,L
66,53,1,19,Black/African American,female,23,large,3,7,10,3,1,0,,S,
66,53,1,19,Black/African American,female,24,large,1,8,9,3,1,0,10,G,L
66,53,1,19,Black/African American,female,25,large,6,9,15,3,1,1,5,M,H
66,53,1,19,Black/African American,female,26,large,9,6,15,3,1,0,-13,D,X
66,53,1,19,Black/African American,female,27,medium,6,9,15,3,1,0,-2,D,S
66,53,1,19,Black/African American,female,28,medium,3,10,13,2,1,-2,1,W,B
66,53,1,19,Black/African American,female,29,medium,6,8,14,3,1,0,-3,Q,F
66,53,1,19,Black/African American,female,30,medium,2,8,10,1,1,-3,8,W,M
66,53,1,19,Black/African American,female,31,large,6,6,12,3,1,-1,-2,W,X
66,53,1,19,Black/African American,female,32,small,1,8,9,2,1,9,,Q,
66,53,1,19,Black/African American,female,33,small,2,6,8,1,1,1,-5,M,C
66,53,1,19,Black/African American,female,34,medium,9,9,18,3,3,-1,0,K,A
66,53,1,19,Black/African American,female,35,medium,9,10,19,3,3,-1,0,B,I
66,53,1,19,Black/African American,female,36,medium,1,9,10,1,1,10,-4,L,M
66,53,1,19,Black/African American,female,37,medium,2,10,12,1,1,0,-6,K,M
66,53,1,19,Black/African American,female,38,medium,2,7,9,2,1,0,9,R,U
66,53,1,19,Black/African American,female,39,small,6,9,15,3,3,-1,1,W,F
66,53,1,19,Black/African American,female,40,large,1,6,7,3,1,0,-4,A,X
66,53,1,19,Black/African American,female,41,small,9,7,16,3,3,0,-1,W,M
66,53,1,19,Black/African American,female,42,small,6,6,12,3,3,0,0,K,P
66,53,1,19,Black/African American,female,43,small,2,9,11,3,1,0,1,E,C
66,53,1,19,Black/African American,female,44,large,3,6,9,3,1,-1,8,N,Q
66,53,1,19,Black/African American,female,45,medium,6,10,16,3,2,-1,9,D,H
66,53,1,19,Black/African American,female,46,small,9,10,19,3,3,-1,0,M,D
66,53,1,19,Black/African American,female,47,small,2,10,12,1,1,0,-2,P,P
66,53,1,19,Black/African American,female,48,small,3,8,11,2,1,0,,P,
66,53,1,19,Black/African American,female,49,large,1,9,10,3,1,0,8,T,J
66,53,1,19,Black/African American,female,50,large,3,8,11,1,1,-1,9,K,M
66,53,1,19,Black/African American,female,51,large,9,7,16,2,1,-1,7,T,M
66,53,1,19,Black/African American,female,52,small,2,7,9,2,1,-2,4,L,C
66,53,1,19,Black/African American,female,53,large,1,10,11,1,2,2,14,W,L
66,53,1,19,Black/African American,female,54,large,3,9,12,2,1,1,1,W,M
66,53,1,19,Black/African American,female,55,small,9,9,18,3,3,-1,0,M,R
66,53,1,19,Black/African American,female,56,medium,3,7,10,2,1,0,-4,N,V
66,53,1,19,Black/African American,female,57,small,3,9,12,2,1,1,8,N,V
66,53,1,19,Black/African American,female,58,medium,3,8,11,1,1,0,6,W,D
66,53,1,19,Black/African American,female,59,small,1,7,8,2,1,-1,8,V,P
66,53,1,19,Black/African American,female,60,large,9,8,17,3,2,-1,-2,L,M
66,53,1,19,Black/African American,female,61,large,2,6,8,2,1,5,12,Q,H
66,53,1,19,Black/African American,female,62,large,2,9,11,3,1,0,,M,
66,53,1,19,Black/African American,female,63,small,6,7,13,3,2,-1,-3,X,F
66,53,1,19,Black/African American,female,64,small,1,9,10,2,1,-2,6,K,C
66,53,1,19,Black/African American,female,65,medium,9,8,17,3,1,0,4,M,Q
66,53,1,19,Black/African American,female,66,large,9,9,18,1,1,1,-10,Y,S
66,53,1,19,Black/African American,female,67,large,6,8,14,3,3,-1,1,X,K
66,53,1,19,Black/African American,female,68,medium,3,9,12,3,1,-1,10,W,N
66,53,1,19,Black/African American,female,69,medium,6,7,13,2,2,-1,1,N,A
66,53,1,19,Black/African American,female,70,large,2,8,10,1,1,1,-3,Q,R
66,53,1,19,Black/African American,female,71,medium,9,6,15,3,2,-1,4,H,E
66,53,1,19,Black/African American,female,72,medium,2,6,8,2,1,0,-3,T,A
66,53,1,19,Black/African American,female,73,medium,1,10,11,2,1,-1,-1,P,D
66,53,1,19,Black/African American,female,74,small,2,8,10,2,1,2,15,W,C
66,53,1,19,Black/African American,female,75,medium,9,7,16,3,2,1,0,W,C
66,53,1,19,Black/African American,female,1,small,1,6,7,2,1,-2,-6,Z,E
66,53,1,19,Black/African American,female,2,medium,9,8,17,2,1,-2,-6,W,L
66,53,1,19,Black/African American,female,3,medium,6,8,14,2,1,1,-1,V,M
66,53,1,19,Black/African American,female,4,medium,2,6,8,2,1,1,3,V,C
66,53,1,19,Black/African American,female,5,small,2,7,9,1,1,0,2,X,W
66,53,1,19,Black/African American,female,6,medium,2,10,12,3,3,0,,T,
66,53,1,19,Black/African American,female,7,small,6,10,16,2,2,-1,-6,H,I
66,53,1,19,Black/African American,female,8,large,9,10,19,2,1,-1,0,Q,M
66,53,1,19,Black/African American,female,9,medium,9,10,19,3,3,0,-7,V,T
66,53,1,19,Black/African American,female,10,large,3,10,13,1,3,14,,E,
66,53,1,19,Black/African American,female,11,large,3,6,9,2,3,1,,T,
66,53,1,19,Black/African American,female,12,medium,9,6,15,2,2,0,-10,H,V
66,53,1,19,Black/African American,female,13,large,3,9,12,2,3,0,,K,
66,53,1,19,Black/African American,female,14,large,3,8,11,3,3,-1,,X,
66,53,1,19,Black/African American,female,15,large,1,10,11,3,3,0,,W,
66,53,1,19,Black/African American,female,16,small,6,6,12,2,2,0,1,X,T
66,53,1,19,Black/African American,female,17,large,1,9,10,2,3,1,,Z,
66,53,1,19,Black/African American,female,18,small,3,10,13,2,3,-1,,Q,
66,53,1,19,Black/African American,female,19,medium,3,7,10,3,3,0,,K,
66,53,1,19,Black/African American,female,20,small,6,8,14,3,2,0,-3,W,T
66,53,1,19,Black/African American,female,21,large,9,7,16,3,1,-1,-3,W,T
66,53,1,19,Black/African American,female,22,large,6,10,16,2,1,3,-9,W,K
66,53,1,19,Black/African American,female,23,large,9,9,18,2,2,0,1,K,T
66,53,1,19,Black/African American,female,24,small,2,9,11,1,1,16,-4,S,X
66,53,1,19,Black/African American,female,25,medium,6,9,15,2,1,-1,-11,W,F
66,53,1,19,Black/African American,female,26,large,6,7,13,3,1,0,0,S,L
66,53,1,19,Black/African American,female,27,medium,6,7,13,1,1,-1,5,S,Q
66,53,1,19,Black/African American,female,28,large,2,7,9,1,3,0,,W,
66,53,1,19,Black/African American,female,29,large,6,9,15,2,1,10,-5,W,I
66,53,1,19,Black/African American,female,30,small,9,9,18,3,3,0,1,K,Z
66,53,1,19,Black/African American,female,31,large,1,6,7,3,1,1,,Y,
66,53,1,19,Black/African American,female,32,medium,3,10,13,3,3,1,,W,
66,53,1,19,Black/African American,female,33,large,2,8,10,3,3,0,,T,
66,53,1,19,Black/African American,female,34,small,3,6,9,1,1,-3,,D,
66,53,1,19,Black/African American,female,35,medium,3,9,12,3,1,0,-1,L,M
66,53,1,19,Black/African American,female,36,small,2,8,10,1,1,-3,,M,
66,53,1,19,Black/African American,female,37,medium,9,7,16,3,2,0,0,W,B
66,53,1,19,Black/African American,female,38,large,6,6,12,3,1,2,-2,M,T
66,53,1,19,Black/African American,female,39,large,6,8,14,2,1,-3,-6,T,P
66,53,1,19,Black/African American,female,40,small,6,7,13,3,3,-3,-1,K,T
66,53,1,19,Black/African American,female,41,small,9,6,15,2,2,-4,2,W,Y
66,53,1,19,Black/African American,female,42,medium,3,6,9,3,1,-1,-2,C,T
66,53,1,19,Black/African American,female,43,medium,1,8,9,2,1,0,-2,T,X
66,53,1,19,Black/African American,female,44,medium,2,9,11,3,3,,-3,,M
