TargetFeature,Subject,Age,Ethnicity,Sex,Block,Trial,Lag,T1SPE,T2SPE,T2isT1,T1Pos,T2Pos,T1Resp,T2Resp,T1Conf,T2Conf,T1RespPos,T2RespPos,Stim1,Stim2,Stim3,Stim4,Stim5,Stim6,Stim7,Stim8,Stim9,Stim10,Stim11,Stim12,Stim13,Stim14,Stim15,Stim16,Stim17,Stim18,Stim19,Stim20,Stim21,Stim22,Stim23,Stim24,Stim25,Stim26
AnnulusColor,108,19,White/Caucasian,male,4,21,6,0,1,0,9,15,E,M,3,3,9,16,N,Q,P,R,F,B,V,D,E,L,X,Z,W,J,A,M,I,T,U,Y,G,C,H,K,O,S
AnnulusColor,108,19,White/Caucasian,male,4,22,9,0,7,0,10,19,E,O,1,2,10,26,G,M,P,N,V,L,Y,U,Z,E,H,T,F,K,X,B,D,Q,I,S,C,W,R,J,A,O
AnnulusColor,108,19,White/Caucasian,male,4,23,3,-2,6,0,7,10,K,V,1,1,5,16,M,T,Z,Q,K,R,Y,G,I,A,D,E,J,H,F,V,O,C,X,U,S,L,W,P,B,N
AnnulusColor,108,19,White/Caucasian,male,4,24,6,8,-5,0,8,14,B,M,2,1,16,9,Y,T,C,S,H,A,D,E,M,L,G,F,X,U,Q,B,O,J,N,I,K,R,Z,P,W,V
AnnulusColor,108,19,White/Caucasian,male,4,25,3,0,1,0,6,9,E,I,1,2,6,10,U,L,K,R,A,E,M,J,G,I,C,W,D,N,Y,P,X,Z,T,H,O,B,F,Q,S,V
AnnulusColor,108,19,White/Caucasian,male,4,26,6,-6,-6,1,6,12,,E,2,1,,6,S,P,N,F,D,E,X,C,K,J,H,A,T,B,Y,G,R,W,Q,M,I,L,O,Z,U,V
AnnulusColor,108,19,White/Caucasian,male,4,27,3,-1,2,0,7,10,J,M,1,2,6,12,O,F,W,N,P,J,B,K,X,L,C,M,Z,Y,Q,G,D,A,S,E,I,R,H,V,T,U
AnnulusColor,108,19,White/Caucasian,male,4,28,6,-1,-8,0,7,13,M,K,2,1,6,5,F,B,Q,S,K,M,G,D,H,J,T,U,Z,N,I,C,X,V,L,W,O,Y,R,P,E,A
AnnulusColor,108,19,White/Caucasian,male,4,29,6,0,1,0,10,16,W,X,1,1,10,17,B,H,D,A,Q,L,P,S,K,W,C,I,Z,T,V,E,X,U,G,O,M,N,F,Y,R,J
AnnulusColor,108,19,White/Caucasian,male,4,30,3,0,-4,0,9,12,K,N,2,1,9,8,U,T,P,A,F,L,J,N,K,G,Z,Q,X,D,V,B,E,W,Y,H,C,O,I,S,M,R
AnnulusColor,108,19,White/Caucasian,male,4,31,2,-8,-1,0,8,10,,U,2,1,,9,I,H,V,E,Z,B,X,O,U,M,P,G,T,A,W,R,S,N,Q,L,F,Y,K,C,D,J
AnnulusColor,108,19,White/Caucasian,male,4,32,1,3,3,0,9,10,B,E,2,,12,13,V,N,Q,S,A,H,Y,X,D,I,P,B,E,U,R,W,C,M,J,T,O,L,K,G,F,Z
AnnulusColor,108,19,White/Caucasian,male,4,33,9,13,5,0,10,19,U,X,1,2,23,24,J,H,Y,M,I,P,C,Q,K,T,S,W,L,A,O,G,B,E,V,N,Z,F,U,X,R,D
AnnulusColor,108,19,White/Caucasian,male,4,34,3,1,-4,0,9,12,K,M,1,2,10,8,W,A,U,B,N,C,X,M,V,K,E,I,L,P,S,D,T,Y,Z,J,R,Q,G,O,H,F
AnnulusColor,108,19,White/Caucasian,male,4,35,2,10,14,0,10,12,C,Q,1,2,20,26,E,Y,U,W,P,F,O,G,M,I,A,Z,N,J,V,D,X,B,T,C,H,K,S,R,L,Q
AnnulusColor,108,19,White/Caucasian,male,4,36,3,-1,-2,0,10,13,T,V,1,2,9,11,Y,G,E,I,R,Z,C,P,T,L,V,U,A,Q,S,J,H,M,K,F,O,X,W,N,B,D
AnnulusColor,108,19,White/Caucasian,male,4,37,6,-3,-3,0,9,15,G,B,1,2,6,12,H,S,E,K,C,G,A,N,O,V,I,B,J,W,F,X,P,Q,U,L,Y,T,M,Z,D,R
AnnulusColor,108,19,White/Caucasian,male,4,38,9,-1,0,0,8,17,J,W,1,2,7,17,F,D,X,B,A,E,J,O,U,G,Y,K,T,V,P,C,W,R,L,N,M,H,S,I,Q,Z
AnnulusColor,108,19,White/Caucasian,male,4,39,3,-2,-4,0,6,9,J,T,1,2,4,5,N,Z,R,J,T,P,M,O,D,F,S,K,V,X,C,I,Q,E,A,W,B,H,L,U,Y,G
AnnulusColor,108,19,White/Caucasian,male,4,40,2,5,5,0,6,8,O,P,1,2,11,13,C,H,M,S,W,U,E,D,Q,I,O,L,P,K,A,Z,X,N,T,V,Y,J,F,G,R,B
AnnulusColor,108,19,White/Caucasian,male,4,41,2,2,1,0,9,11,I,B,1,2,11,12,L,A,X,O,Z,P,H,N,V,E,I,B,U,W,T,M,K,C,G,Y,J,Q,F,S,D,R
AnnulusColor,108,19,White/Caucasian,male,4,42,2,15,-1,0,6,8,K,M,2,1,21,7,E,W,J,Z,L,D,M,Q,R,X,F,V,B,O,G,T,H,C,I,S,K,Y,A,U,N,P
AnnulusColor,108,19,White/Caucasian,male,4,43,9,0,6,0,6,15,S,X,1,2,6,21,D,J,H,L,B,S,Q,R,C,O,K,E,V,Z,P,M,F,N,G,I,X,A,Y,T,W,U
AnnulusColor,108,19,White/Caucasian,male,4,44,1,0,0,0,6,7,I,F,2,1,6,7,O,Y,P,W,K,I,F,U,X,V,L,M,R,G,D,J,B,C,T,E,H,S,Q,A,N,Z
AnnulusColor,108,19,White/Caucasian,male,4,45,2,12,7,0,8,10,S,N,1,2,20,17,W,O,X,Z,C,E,M,U,L,Y,P,D,B,K,H,A,N,I,G,S,T,F,J,V,Q,R
AnnulusColor,108,19,White/Caucasian,male,4,46,1,13,3,0,6,7,N,P,2,2,19,10,X,V,Z,H,L,R,I,M,S,P,O,T,U,E,F,Y,W,D,N,J,Q,A,B,C,K,G
AnnulusColor,108,19,White/Caucasian,male,4,47,3,5,1,0,8,11,L,D,1,2,13,12,O,V,W,A,I,S,U,N,H,Y,Z,D,L,E,J,C,Q,M,K,T,F,P,R,B,G,X
AnnulusColor,108,19,White/Caucasian,male,4,48,1,1,4,0,8,9,J,K,1,2,9,13,N,D,L,C,Q,T,P,Y,J,I,X,Z,K,M,A,R,F,O,G,V,B,H,S,E,W,U
AnnulusColor,108,19,White/Caucasian,male,4,49,6,2,-5,0,8,14,G,M,2,2,10,9,L,V,R,O,E,B,W,A,M,G,N,Y,J,K,P,F,D,U,X,S,H,T,C,Q,Z,I
AnnulusColor,108,19,White/Caucasian,male,4,50,6,1,-4,0,6,12,T,K,2,1,7,8,X,D,H,U,I,W,T,K,B,O,C,V,L,G,Q,P,R,Z,E,N,S,J,F,M,Y,A
AnnulusColor,108,19,White/Caucasian,male,5,1,1,2,17,0,6,7,H,J,1,2,8,24,D,R,O,F,W,Q,V,H,L,S,A,Z,X,P,K,C,G,E,N,B,M,U,I,J,Y,T
AnnulusColor,108,19,White/Caucasian,male,5,2,1,-1,4,0,9,10,D,R,1,2,8,14,X,J,T,F,Q,L,B,D,M,I,Z,S,W,R,K,V,G,N,E,Y,H,C,U,A,O,P
AnnulusColor,108,19,White/Caucasian,male,5,3,1,0,0,0,8,9,K,I,2,2,8,9,V,B,Q,W,U,R,Z,K,I,J,H,M,L,F,A,O,Y,X,E,G,N,C,P,S,D,T
AnnulusColor,108,19,White/Caucasian,male,5,4,3,1,-3,1,8,11,J,S,2,1,9,8,A,T,Q,W,Y,N,I,S,J,B,D,U,R,H,C,X,F,M,L,G,Z,E,V,K,O,P
AnnulusColor,108,19,White/Caucasian,male,5,5,9,17,-8,0,8,17,K,X,1,1,25,9,N,Y,R,H,V,L,T,G,X,U,O,A,I,E,M,W,Q,C,J,D,B,S,P,F,K,Z
AnnulusColor,108,19,White/Caucasian,male,5,6,1,3,-4,0,9,10,S,O,1,2,12,6,H,W,A,X,J,O,K,M,D,F,U,S,P,G,I,Z,V,B,Q,E,Y,R,N,C,L,T
AnnulusColor,108,19,White/Caucasian,male,5,7,1,7,-1,1,8,9,U,F,2,1,15,8,O,R,C,N,B,E,S,F,H,L,I,K,G,M,U,Z,W,Y,A,J,Q,D,V,X,T,P
AnnulusColor,108,19,White/Caucasian,male,5,8,3,19,-6,0,6,9,I,X,2,1,25,3,B,F,X,D,T,Q,W,K,G,R,H,C,S,Z,N,Y,M,A,J,V,L,O,U,E,I,P
AnnulusColor,108,19,White/Caucasian,male,5,9,9,14,-5,0,7,16,U,C,2,1,21,11,N,S,V,L,J,K,P,Y,Z,I,C,X,B,E,R,A,H,T,F,Q,U,D,M,G,O,W
AnnulusColor,108,19,White/Caucasian,male,5,10,6,2,1,0,10,16,J,W,2,3,12,17,B,T,Z,N,K,D,F,M,Y,C,I,J,S,A,V,X,W,H,P,E,Q,O,G,U,R,L
AnnulusColor,108,19,White/Caucasian,male,5,11,9,11,-3,0,10,19,K,L,1,2,21,16,Y,M,T,V,O,R,J,D,N,S,I,A,G,W,U,L,Z,C,E,H,K,F,B,P,X,Q
AnnulusColor,108,19,White/Caucasian,male,5,12,9,0,-1,0,7,16,P,U,2,2,7,15,F,A,N,W,K,Y,P,L,I,X,Q,Z,T,D,U,H,E,B,J,G,S,O,R,V,M,C
AnnulusColor,108,19,White/Caucasian,male,5,13,9,0,-2,0,9,18,K,M,1,2,9,16,X,L,B,E,W,N,F,G,K,Q,C,U,O,I,P,M,V,A,H,T,Z,S,J,Y,D,R
AnnulusColor,108,19,White/Caucasian,male,5,14,6,15,6,0,7,13,L,J,2,1,22,19,E,X,M,V,U,F,B,I,P,G,Y,W,D,Q,H,K,S,C,J,R,T,L,Z,O,A,N
AnnulusColor,108,19,White/Caucasian,male,5,15,6,-1,-4,0,7,13,B,H,1,2,6,9,I,G,D,O,A,B,J,F,H,Z,W,K,L,Y,R,P,V,M,X,S,C,N,T,U,E,Q
AnnulusColor,108,19,White/Caucasian,male,5,16,6,0,-5,0,10,16,T,S,1,3,10,11,D,U,I,M,R,Y,X,F,K,T,S,P,E,V,J,W,Q,O,L,C,N,B,G,A,H,Z
AnnulusColor,108,19,White/Caucasian,male,5,17,1,3,0,0,10,11,L,K,1,2,13,11,U,V,W,D,N,Y,H,F,B,T,K,R,L,X,E,C,P,O,J,M,I,Z,G,Q,A,S
AnnulusColor,108,19,White/Caucasian,male,5,18,6,0,1,0,8,14,W,U,1,2,8,15,C,N,R,V,F,A,M,W,O,D,Q,L,T,E,U,Z,G,Y,P,K,I,H,J,B,X,S
AnnulusColor,108,19,White/Caucasian,male,5,19,2,1,4,0,9,11,S,K,1,2,10,15,F,B,R,L,A,U,V,X,C,S,N,I,Q,M,K,T,G,P,Y,Z,J,D,H,O,W,E
AnnulusColor,108,19,White/Caucasian,male,5,20,6,0,0,0,6,12,H,B,1,2,6,12,T,P,R,W,N,H,F,C,G,M,O,B,D,U,S,J,X,Y,L,E,A,I,V,K,Q,Z
AnnulusColor,108,19,White/Caucasian,male,5,21,1,4,14,0,10,11,T,V,1,2,14,25,K,E,H,L,X,C,O,N,Y,Z,B,S,A,T,M,J,U,I,Q,D,G,P,F,R,V,W
AnnulusColor,108,19,White/Caucasian,male,5,22,2,-1,-2,1,10,12,W,A,3,2,9,10,P,M,L,C,K,S,Y,E,W,A,U,B,V,D,F,G,Z,J,I,N,X,R,H,O,Q,T
AnnulusColor,108,19,White/Caucasian,male,5,23,2,2,-3,0,7,9,E,V,2,1,9,6,R,F,Q,J,Z,V,C,A,E,D,O,G,B,Y,T,U,W,L,H,S,I,M,P,N,X,K
AnnulusColor,108,19,White/Caucasian,male,5,24,3,-2,11,0,8,11,N,W,1,2,6,22,E,S,J,C,Z,N,X,P,Y,D,T,U,G,H,M,V,I,O,L,B,Q,W,A,F,R,K
AnnulusColor,108,19,White/Caucasian,male,5,25,3,-4,-2,0,9,12,I,T,1,2,5,10,J,W,H,K,I,O,P,A,X,T,Y,C,F,N,R,M,U,B,S,V,Z,G,L,E,Q,D
AnnulusColor,108,19,White/Caucasian,male,5,26,9,12,-9,1,6,15,S,B,2,2,18,6,E,P,N,D,L,B,M,T,C,H,J,Q,X,F,K,Z,R,S,W,V,O,Y,A,U,I,G
AnnulusColor,108,19,White/Caucasian,male,5,27,6,1,-2,0,8,14,E,F,1,2,9,12,C,L,B,W,R,G,H,Y,E,A,K,F,O,S,P,D,U,Z,M,I,V,T,N,Q,X,J
AnnulusColor,108,19,White/Caucasian,male,5,28,1,1,-2,0,7,8,T,U,1,2,8,6,M,D,C,H,N,U,X,T,Q,K,W,Y,L,J,O,S,Z,A,I,B,G,V,F,R,E,P
AnnulusColor,108,19,White/Caucasian,male,5,29,2,-1,-1,0,9,11,J,U,1,2,8,10,R,O,L,Y,V,I,N,J,Z,U,P,E,H,W,K,D,Q,X,A,C,B,M,F,S,T,G
AnnulusColor,108,19,White/Caucasian,male,5,30,2,0,1,0,7,9,N,B,2,1,7,10,F,X,C,G,M,D,N,A,L,B,H,O,Z,Y,I,Q,E,R,W,U,P,T,K,V,S,J
AnnulusColor,108,19,White/Caucasian,male,5,31,2,-1,-2,1,10,12,R,M,1,2,9,10,O,I,X,E,Z,K,U,B,R,M,Q,N,L,W,V,C,G,T,A,F,H,P,S,D,J,Y
AnnulusColor,108,19,White/Caucasian,male,5,32,9,-2,2,0,9,18,A,W,2,1,7,20,P,X,T,N,I,R,A,D,Z,B,U,E,Y,V,M,C,L,S,O,W,F,K,Q,G,H,J
AnnulusColor,108,19,White/Caucasian,male,5,33,1,0,0,0,7,8,P,I,1,1,7,8,W,U,Q,C,S,E,P,I,X,M,N,G,F,D,Z,R,L,H,Y,J,B,T,A,V,O,K
AnnulusColor,108,19,White/Caucasian,male,5,34,3,-4,-1,0,9,12,F,W,2,1,5,11,J,R,O,H,F,I,D,N,E,M,W,Y,V,Q,C,U,G,L,X,Z,P,A,T,K,S,B
AnnulusColor,108,19,White/Caucasian,male,5,35,2,-1,-2,1,8,10,N,E,2,1,7,8,L,Z,R,F,Y,M,N,E,X,S,I,T,D,H,P,W,U,Q,C,B,V,O,G,K,J,A
AnnulusColor,108,19,White/Caucasian,male,5,36,3,16,-2,0,10,13,E,F,1,2,26,11,J,Z,O,W,X,K,N,D,L,Y,F,C,B,G,V,P,R,S,A,U,H,I,M,T,Q,E
AnnulusColor,108,19,White/Caucasian,male,5,37,3,0,-8,0,10,13,C,X,2,2,10,5,Q,M,G,E,X,O,W,B,K,C,P,F,N,I,D,R,J,Z,T,A,S,Y,H,V,L,U
AnnulusColor,108,19,White/Caucasian,male,5,38,3,0,-7,0,6,9,P,U,1,2,6,2,G,U,N,C,R,P,V,S,X,B,Z,W,E,F,H,T,D,Q,O,M,L,J,I,Y,K,A
AnnulusColor,108,19,White/Caucasian,male,5,39,2,1,10,0,6,8,S,W,1,2,7,18,K,M,Y,F,U,G,S,Z,J,Q,P,N,T,V,B,C,X,W,E,L,I,D,H,R,O,A
AnnulusColor,108,19,White/Caucasian,male,5,40,2,-1,2,0,6,8,J,S,1,2,5,10,Z,X,I,U,J,Y,R,G,D,S,C,M,Q,T,P,F,H,O,V,B,A,K,W,N,E,L
AnnulusColor,108,19,White/Caucasian,male,5,41,9,2,2,0,10,19,L,W,1,2,12,21,N,S,U,B,Q,X,Z,R,T,G,F,L,C,M,K,A,I,D,J,P,W,O,V,E,Y,H
AnnulusColor,108,19,White/Caucasian,male,5,42,9,-1,0,0,6,15,J,B,2,2,5,15,K,X,U,T,J,F,H,N,Q,E,I,M,O,A,B,C,Z,G,D,R,V,L,Y,S,P,W
AnnulusColor,108,19,White/Caucasian,male,5,43,2,0,11,0,8,10,I,V,1,1,8,21,H,O,Z,J,X,Y,C,I,K,P,T,W,Q,G,M,B,D,F,L,R,V,U,S,E,A,N
AnnulusColor,108,19,White/Caucasian,male,5,44,3,-1,-3,1,7,10,L,M,2,2,6,7,J,F,W,G,P,L,M,N,K,D,I,B,Y,S,X,U,H,R,Q,E,Z,C,A,V,T,O
AnnulusColor,108,19,White/Caucasian,male,5,45,1,3,1,0,6,7,B,H,1,2,9,8,W,J,Y,A,M,G,U,H,B,N,P,R,F,E,T,D,K,X,C,I,O,L,V,S,Q,Z
AnnulusColor,108,19,White/Caucasian,male,5,46,6,-2,-3,0,9,15,Y,V,2,1,7,12,M,C,F,J,T,O,Y,Q,A,B,D,V,U,P,W,H,S,N,I,X,K,G,R,L,Z,E
AnnulusColor,108,19,White/Caucasian,male,5,47,3,0,7,0,7,10,H,I,1,2,7,17,R,Y,X,S,P,V,H,K,E,B,Q,F,D,N,U,Z,I,O,M,T,C,G,A,L,W,J
AnnulusColor,108,19,White/Caucasian,male,5,48,6,0,10,0,6,12,P,X,1,2,6,22,M,B,F,Z,T,P,O,N,G,S,E,K,L,H,R,C,J,V,U,Q,W,X,Y,I,A,D
AnnulusColor,108,19,White/Caucasian,male,5,49,9,-3,-9,1,8,17,E,F,1,3,5,8,V,Z,B,H,E,Y,N,F,C,O,R,P,S,W,I,G,X,J,M,T,Q,K,D,U,A,L
AnnulusColor,108,19,White/Caucasian,male,5,50,6,10,-2,0,9,15,E,N,1,2,19,13,V,K,W,U,P,C,Y,R,F,A,S,L,N,H,T,G,J,I,E,M,Z,O,X,D,B,Q
AnnulusColor,109,19,Black/African American,female,1,1,1,-9,-10,0,9,10,,,,,,,E,T,A,M,H,S,C,W,X,Z,K,G,Y,D,U,L,B,N,O,V,I,F,Q,J,R,P
AnnulusColor,109,19,Black/African American,female,1,2,1,-6,-7,0,6,7,,,,,,,G,K,A,C,Z,P,V,B,W,L,N,O,J,X,F,S,T,M,Q,I,U,H,Y,D,E,R
AnnulusColor,109,19,Black/African American,female,1,3,2,-6,-8,0,6,8,,,,,,,H,C,F,G,Q,Y,B,O,M,U,I,R,J,E,K,Z,V,S,L,N,D,W,X,P,T,A
AnnulusColor,109,19,Black/African American,female,1,4,2,-10,-12,0,10,12,,,,,,,T,J,N,B,D,U,Y,Q,P,V,E,X,L,A,S,W,H,M,I,R,G,K,C,O,F,Z
AnnulusColor,109,19,Black/African American,female,1,5,9,-8,-17,0,8,17,,,,,,,N,K,S,V,X,Z,A,Y,R,J,Q,L,T,O,W,C,G,F,E,P,M,I,H,B,U,D
AnnulusColor,109,19,Black/African American,female,1,6,1,-9,-10,0,9,10,,,,,,,L,N,Z,F,I,R,U,T,H,A,S,W,V,Q,X,E,D,P,Y,K,G,M,C,B,J,O
AnnulusColor,109,19,Black/African American,female,1,7,1,-8,-9,0,8,9,,,,,,,C,E,V,A,H,J,L,O,D,Z,B,F,P,K,Q,T,M,Y,G,U,I,W,S,X,R,N
AnnulusColor,109,19,Black/African American,female,1,8,9,-10,-19,0,10,19,,,,,,,X,U,T,O,G,V,B,J,A,C,S,M,L,Z,D,P,E,Y,F,K,W,R,I,Q,N,H
AnnulusColor,109,19,Black/African American,female,1,9,1,-6,-7,0,6,7,,,,,,,L,F,K,M,I,E,X,T,Q,Y,O,J,G,W,S,U,C,N,A,H,V,P,R,B,Z,D
AnnulusColor,109,19,Black/African American,female,1,10,6,-9,-15,0,9,15,,,,,,,O,V,G,X,R,T,M,Z,H,K,Q,B,U,L,P,F,C,S,E,J,W,I,Y,A,N,D
AnnulusColor,109,19,Black/African American,female,2,1,9,14,-14,0,10,19,G,Z,1,1,24,5,Q,U,X,W,Z,B,A,Y,I,M,C,V,L,H,N,P,D,E,J,F,S,K,O,G,T,R
AnnulusColor,109,19,Black/African American,female,2,2,2,-1,13,0,8,10,H,S,,1,7,23,B,I,Y,W,N,T,H,K,L,O,X,J,V,C,P,G,R,U,F,Q,E,Z,S,A,D,M
AnnulusColor,109,19,Black/African American,female,2,3,9,-7,-8,0,10,19,D,R,1,1,3,11,X,G,D,L,C,N,Y,H,U,J,R,F,M,E,Z,S,I,O,T,A,B,K,V,P,Q,W
AnnulusColor,109,19,Black/African American,female,2,4,2,-2,16,0,7,9,N,X,1,1,5,25,I,V,F,B,N,G,P,S,O,U,Q,Z,L,M,T,K,A,C,D,E,H,W,Y,R,X,J
AnnulusColor,109,19,Black/African American,female,2,5,3,4,14,0,7,10,V,M,1,1,11,24,Y,U,O,D,I,T,E,C,F,N,V,G,X,Z,P,S,H,A,L,J,B,W,K,M,Q,R
AnnulusColor,109,19,Black/African American,female,2,6,3,5,5,0,9,12,B,P,1,1,14,17,L,T,I,E,M,O,S,G,N,F,W,X,V,B,A,C,P,D,Q,Y,K,U,Z,J,R,H
AnnulusColor,109,19,Black/African American,female,2,7,1,11,12,0,8,9,S,B,1,1,19,21,F,C,N,I,V,W,L,D,Z,R,O,T,G,M,X,Y,P,K,S,Q,B,J,E,A,U,H
AnnulusColor,109,19,Black/African American,female,2,8,2,8,-3,0,10,12,Y,T,1,1,18,9,D,C,F,E,V,Z,A,O,T,N,K,W,B,J,I,H,U,Y,L,R,X,G,S,P,M,Q
AnnulusColor,109,19,Black/African American,female,2,9,9,1,-15,0,9,18,L,Y,1,1,10,3,M,R,Y,G,B,I,C,E,T,L,O,H,U,K,A,D,F,Q,Z,X,S,W,V,P,J,N
AnnulusColor,109,19,Black/African American,female,2,10,1,2,-4,0,9,10,U,B,,1,11,6,R,E,S,P,T,B,H,X,N,Z,U,D,O,L,F,A,V,Q,W,G,J,Y,K,I,M,C
AnnulusColor,109,19,Black/African American,female,2,11,6,2,-7,0,8,14,G,U,1,1,10,7,N,F,P,S,V,H,U,K,Z,G,M,E,X,J,L,B,I,T,A,Q,O,R,D,Y,W,C
AnnulusColor,109,19,Black/African American,female,2,12,3,5,10,0,6,9,W,J,1,1,11,19,E,Y,D,S,I,P,M,R,C,T,W,N,H,A,Q,Z,F,K,J,G,B,V,X,U,O,L
AnnulusColor,109,19,Black/African American,female,2,13,9,6,10,0,7,16,J,P,1,1,13,26,I,T,K,N,H,E,L,O,Z,U,Y,Q,J,V,X,G,M,B,W,C,R,A,D,S,F,P
AnnulusColor,109,19,Black/African American,female,2,14,3,17,-9,0,9,12,X,K,1,1,26,3,S,V,K,L,F,E,T,D,B,I,W,J,U,M,O,R,H,Q,G,Y,P,Z,A,C,N,X
AnnulusColor,109,19,Black/African American,female,2,15,2,-1,7,0,9,11,C,Y,1,1,8,18,U,B,J,P,I,N,T,C,Z,E,W,K,O,Q,F,M,G,Y,V,H,L,A,S,R,D,X
AnnulusColor,109,19,Black/African American,female,2,16,2,5,5,0,6,8,A,L,1,1,11,13,Y,H,N,I,B,U,S,E,Q,F,A,K,L,T,W,C,O,M,V,J,Z,R,P,X,G,D
AnnulusColor,109,19,Black/African American,female,2,17,6,-1,1,0,6,12,V,P,1,1,5,13,U,N,H,Q,V,R,B,A,G,X,C,D,P,Z,J,L,O,S,Y,E,T,F,W,K,I,M
AnnulusColor,109,19,Black/African American,female,2,18,1,17,-5,0,7,8,J,L,1,1,24,3,D,E,L,H,I,B,T,N,R,F,C,G,Z,S,X,A,P,Q,M,Y,K,O,W,J,U,V
AnnulusColor,109,19,Black/African American,female,2,19,9,10,3,0,8,17,C,T,1,1,18,20,S,N,X,F,D,M,Q,I,L,O,Y,K,R,J,B,Z,A,C,V,T,W,G,E,U,H,P
AnnulusColor,109,19,Black/African American,female,2,20,3,0,8,0,6,9,A,Y,2,1,6,17,B,K,V,I,H,A,N,F,T,R,W,L,E,Z,C,X,Y,U,S,G,J,P,M,D,O,Q
AnnulusColor,109,19,Black/African American,female,2,21,2,0,6,0,8,10,S,H,1,1,8,16,U,K,Q,V,L,F,O,S,W,P,T,N,I,J,Y,H,G,R,Z,X,B,A,M,C,D,E
AnnulusColor,109,19,Black/African American,female,2,22,6,1,-9,0,9,15,U,N,1,1,10,6,A,E,C,W,B,N,X,P,I,U,R,G,Q,T,O,J,L,S,M,K,D,F,Y,V,Z,H
AnnulusColor,109,19,Black/African American,female,2,23,1,0,-5,0,10,11,P,B,1,1,10,6,Q,Y,J,O,S,B,U,V,A,P,G,E,R,I,N,L,H,D,M,F,C,Z,T,X,W,K
AnnulusColor,109,19,Black/African American,female,2,24,9,13,7,0,6,15,G,U,1,1,19,22,H,P,R,V,J,I,A,N,D,F,M,L,S,W,Y,B,E,C,G,Q,T,U,X,K,Z,O
AnnulusColor,109,19,Black/African American,female,2,25,3,1,-8,0,7,10,Y,N,1,1,8,2,D,N,G,B,R,W,F,Y,C,Q,E,S,K,H,V,Z,A,T,L,O,I,M,P,X,U,J
AnnulusColor,109,19,Black/African American,female,2,26,2,6,17,0,7,9,A,O,1,1,13,26,E,H,D,M,F,T,N,I,U,J,R,K,A,X,P,Z,C,L,V,S,B,W,G,Q,Y,O
AnnulusColor,109,19,Black/African American,female,2,27,2,7,7,0,10,12,B,K,1,1,17,19,X,F,Q,E,A,N,L,T,Y,H,I,M,V,J,O,P,B,W,K,D,C,U,G,S,R,Z
AnnulusColor,109,19,Black/African American,female,2,28,9,18,0,0,7,16,N,M,1,2,25,16,W,G,E,D,P,C,Z,R,Y,X,A,B,S,F,J,M,V,I,K,L,T,U,Q,O,N,H
AnnulusColor,109,19,Black/African American,female,2,29,1,-1,11,0,6,7,J,N,1,1,5,18,C,R,V,Z,J,O,T,U,G,F,D,I,H,L,P,M,B,N,A,Q,X,Y,S,E,K,W
AnnulusColor,109,19,Black/African American,female,2,30,3,0,6,0,10,13,I,Q,1,1,10,19,Y,N,K,L,G,V,W,E,Z,I,S,T,U,H,J,P,M,O,Q,B,R,C,F,D,A,X
AnnulusColor,109,19,Black/African American,female,2,31,1,-6,7,0,8,9,M,Y,3,1,2,16,U,M,S,A,C,G,L,Z,V,I,O,T,R,N,W,Y,E,B,Q,H,D,J,F,P,X,K
AnnulusColor,109,19,Black/African American,female,2,32,2,15,-6,0,6,8,T,N,1,1,21,2,U,N,B,J,F,S,G,D,P,L,Q,V,R,A,K,E,O,X,M,W,T,Y,I,H,C,Z
AnnulusColor,109,19,Black/African American,female,2,33,9,0,7,0,6,15,O,L,1,1,6,22,S,E,Y,K,G,O,P,C,R,T,X,J,I,H,D,M,A,Q,Z,F,U,L,W,B,N,V
AnnulusColor,109,19,Black/African American,female,2,34,6,14,0,0,8,14,T,U,1,1,22,14,G,I,X,O,L,P,Y,K,N,F,S,W,B,U,E,A,Z,H,C,D,Q,T,J,V,R,M
AnnulusColor,109,19,Black/African American,female,2,35,6,10,-7,0,10,16,F,I,1,2,20,9,R,K,T,C,Q,J,L,A,I,G,Z,W,E,Y,X,B,U,D,M,F,H,S,P,N,V,O
AnnulusColor,109,19,Black/African American,female,2,36,6,-5,13,0,6,12,G,O,1,1,1,25,G,F,N,R,X,Q,Y,T,P,H,J,K,V,B,U,M,L,Z,W,E,D,I,A,S,O,C
AnnulusColor,109,19,Black/African American,female,2,37,9,0,1,0,9,18,H,A,1,1,9,19,U,L,B,Q,T,J,R,W,H,G,X,S,P,V,N,E,C,K,A,Z,O,I,Y,M,F,D
AnnulusColor,109,19,Black/African American,female,2,38,6,6,8,0,7,13,G,U,1,1,13,21,M,A,S,J,Z,B,W,P,I,E,D,T,G,X,N,V,Y,C,Q,F,U,L,R,H,K,O
AnnulusColor,109,19,Black/African American,female,2,39,3,18,-6,0,8,11,G,B,1,1,26,5,H,Z,K,C,B,S,I,A,L,Y,F,W,O,P,V,Q,U,T,D,X,R,E,J,M,N,G
AnnulusColor,109,19,Black/African American,female,2,40,1,17,12,0,7,8,B,P,1,1,24,20,Q,S,E,L,C,Z,V,N,W,G,X,I,T,Y,O,A,R,H,M,P,D,F,J,B,U,K
AnnulusColor,109,19,Black/African American,female,2,41,6,9,-9,0,7,13,B,I,1,1,16,4,V,H,G,I,W,P,M,Q,C,S,X,N,Z,A,D,B,F,R,T,Y,L,O,U,E,K,J
