SOA,Subject,Age,Ethnicity,Sex,Block,Lag,T1Pos,T2Pos,T1RespPos,T2RespPos,T1SPE,T2SPE,T1Resp,T2Resp,T1Conf,T2Conf
66,26,19,Hispanic or Latino,female,2,2,10,12,10,11,0,-1,U,V,3,2
66,26,19,Hispanic or Latino,female,2,3,6,9,6,4,0,-5,I,L,3,2
66,26,19,Hispanic or Latino,female,2,6,6,12,6,11,0,-1,I,J,1,1
66,26,19,Hispanic or Latino,female,2,6,9,15,10,9,1,-6,M,N,3,2
66,26,19,Hispanic or Latino,female,2,1,10,11,11,25,1,14,H,G,3,1
66,26,19,Hispanic or Latino,female,2,6,10,16,10,23,0,7,O,P,3,1
66,26,19,Hispanic or Latino,female,2,9,10,19,10,9,0,-10,U,E,3,1
66,26,19,Hispanic or Latino,female,2,1,10,11,11,16,1,5,X,Z,2,2
66,26,19,Hispanic or Latino,female,2,3,6,9,6,7,0,-2,W,U,3,1
66,26,19,Hispanic or Latino,female,2,9,6,15,4,6,-2,-9,G,O,3,1
66,26,19,Hispanic or Latino,female,2,3,8,11,8,9,0,-2,B,E,3,1
66,26,19,Hispanic or Latino,female,2,3,10,13,10,12,0,-1,Z,W,3,1
66,26,19,Hispanic or Latino,female,2,1,7,8,8,7,1,-1,Q,Z,2,1
66,26,19,Hispanic or Latino,female,2,1,9,10,8,10,-1,0,Y,A,3,2
66,26,19,Hispanic or Latino,female,2,2,10,12,10,4,0,-8,U,V,3,2
66,26,19,Hispanic or Latino,female,2,1,6,7,6,7,0,0,M,L,3,2
66,26,19,Hispanic or Latino,female,2,3,9,12,11,12,2,0,N,O,2,2
66,26,19,Hispanic or Latino,female,2,1,8,9,8,21,0,12,P,O,3,1
66,26,19,Hispanic or Latino,female,2,2,6,8,6,12,0,4,G,U,3,1
66,26,19,Hispanic or Latino,female,2,1,7,8,7,8,0,0,Z,K,2,1
66,26,19,Hispanic or Latino,female,2,3,7,10,7,6,0,-4,E,Q,3,1
66,26,19,Hispanic or Latino,female,2,1,6,7,8,9,2,2,K,I,2,1
66,26,19,Hispanic or Latino,female,2,9,8,17,8,10,0,-7,P,R,2,1
66,26,19,Hispanic or Latino,female,2,3,8,11,8,6,0,-5,Q,P,3,1
66,26,19,Hispanic or Latino,female,2,6,8,14,8,17,0,3,M,E,2,2
66,26,19,Hispanic or Latino,female,2,2,8,10,8,13,0,3,L,T,3,1
66,26,19,Hispanic or Latino,female,2,9,10,19,10,20,0,1,C,G,3,2
66,26,19,Hispanic or Latino,female,2,3,9,12,9,3,0,-9,Q,W,1,1
66,26,19,Hispanic or Latino,female,2,2,9,11,9,11,0,0,D,Q,2,1
66,26,19,Hispanic or Latino,female,2,6,8,14,8,15,0,1,I,D,3,1
66,26,19,Hispanic or Latino,female,2,1,6,7,7,8,1,1,G,I,2,1
66,26,19,Hispanic or Latino,female,2,6,10,16,10,16,0,0,F,I,3,1
66,26,19,Hispanic or Latino,female,2,3,7,10,7,20,0,10,A,E,3,2
66,26,19,Hispanic or Latino,female,2,1,7,8,7,8,0,0,W,A,3,2
66,26,19,Hispanic or Latino,female,2,2,8,10,8,16,0,6,K,Z,3,1
66,26,19,Hispanic or Latino,female,2,3,7,10,7,,0,,K,,,1
66,26,19,Hispanic or Latino,female,2,9,8,17,8,17,0,0,M,C,3,2
66,26,19,Hispanic or Latino,female,2,9,9,18,9,18,0,0,U,M,3,2
66,26,19,Hispanic or Latino,female,2,2,10,12,10,12,0,0,R,U,2,2
66,26,19,Hispanic or Latino,female,2,2,9,11,9,5,0,-6,P,E,2,1
66,26,19,Hispanic or Latino,female,2,9,10,19,8,19,-2,0,T,W,3,2
66,26,19,Hispanic or Latino,female,2,2,6,8,8,6,2,-2,I,E,3,2
66,26,19,Hispanic or Latino,female,2,6,6,12,6,13,0,1,G,J,2,2
66,26,19,Hispanic or Latino,female,2,2,7,9,7,9,0,0,L,D,1,1
66,26,19,Hispanic or Latino,female,2,9,7,16,7,16,0,0,O,N,2,2
66,26,19,Hispanic or Latino,female,2,6,7,13,7,16,0,3,R,E,2,1
66,26,19,Hispanic or Latino,female,2,9,6,15,6,15,0,0,K,Y,3,2
66,26,19,Hispanic or Latino,female,2,6,10,16,10,16,0,0,M,Z,3,2
66,26,19,Hispanic or Latino,female,2,2,9,11,9,11,0,0,E,Q,2,1
66,26,19,Hispanic or Latino,female,2,2,6,8,,8,,0,,M,1,1
66,26,19,Hispanic or Latino,female,2,3,6,9,6,10,0,1,Y,T,3,2
66,26,19,Hispanic or Latino,female,2,1,10,11,10,11,0,0,P,N,2,2
66,26,19,Hispanic or Latino,female,2,1,8,9,9,22,1,13,W,V,2,2
66,26,19,Hispanic or Latino,female,2,9,7,16,7,16,0,0,T,Q,3,2
66,26,19,Hispanic or Latino,female,2,9,7,16,7,16,0,0,Q,O,2,2
66,26,19,Hispanic or Latino,female,2,9,9,18,9,18,0,0,M,L,3,2
66,26,19,Hispanic or Latino,female,2,6,6,12,6,12,0,0,W,Q,3,2
66,26,19,Hispanic or Latino,female,2,2,7,9,8,18,1,9,R,E,2,1
66,26,19,Hispanic or Latino,female,2,3,8,11,8,24,0,13,Y,T,3,2
66,26,19,Hispanic or Latino,female,2,3,9,12,9,,0,,C,,,
66,26,19,Hispanic or Latino,female,2,9,6,15,6,15,0,0,P,U,2,2
66,26,19,Hispanic or Latino,female,2,6,7,13,7,13,0,0,O,C,2,2
66,26,19,Hispanic or Latino,female,2,6,8,14,8,21,0,7,H,Q,2,1
66,26,19,Hispanic or Latino,female,2,3,10,13,10,26,0,13,K,F,2,1
66,26,19,Hispanic or Latino,female,2,6,9,15,9,15,0,0,M,P,2,2
66,26,19,Hispanic or Latino,female,2,1,9,10,10,15,1,5,Y,T,3,2
66,26,19,Hispanic or Latino,female,2,3,10,13,10,9,0,-4,Y,R,3,2
66,26,19,Hispanic or Latino,female,2,9,8,17,8,17,0,0,B,Q,2,2
66,26,19,Hispanic or Latino,female,2,6,9,15,9,15,0,0,L,Q,3,3
66,26,19,Hispanic or Latino,female,2,6,7,13,7,13,0,0,B,K,3,2
66,26,19,Hispanic or Latino,female,3,1,8,9,9,8,1,-1,N,T,2,2
66,26,19,Hispanic or Latino,female,3,3,8,11,8,26,0,15,K,L,3,2
66,26,19,Hispanic or Latino,female,3,6,10,16,10,16,0,0,G,P,3,2
66,26,19,Hispanic or Latino,female,3,3,7,10,7,25,0,15,Q,W,3,1
66,26,19,Hispanic or Latino,female,3,3,6,9,6,17,0,8,C,G,3,
66,26,19,Hispanic or Latino,female,3,2,8,10,9,7,1,-3,R,Q,2,1
66,26,19,Hispanic or Latino,female,3,9,9,18,9,18,0,0,M,P,3,2
66,26,19,Hispanic or Latino,female,3,6,6,12,6,12,0,0,I,O,3,3
66,26,19,Hispanic or Latino,female,3,6,10,16,10,16,0,0,B,H,3,3
66,26,19,Hispanic or Latino,female,3,6,8,14,,14,,0,,O,3,3
66,26,19,Hispanic or Latino,female,3,3,10,13,10,,0,,Q,,,1
66,26,19,Hispanic or Latino,female,3,2,10,12,10,4,0,-8,Z,E,3,1
66,26,19,Hispanic or Latino,female,3,1,6,7,6,10,0,3,E,I,3,1
66,26,19,Hispanic or Latino,female,3,1,9,10,10,9,1,-1,F,P,2,1
66,26,19,Hispanic or Latino,female,3,3,9,12,9,11,0,-1,S,T,2,2
66,26,19,Hispanic or Latino,female,3,1,10,11,11,10,1,-1,Z,F,3,1
66,26,19,Hispanic or Latino,female,3,9,6,15,6,15,0,0,Z,B,3,2
66,26,19,Hispanic or Latino,female,3,9,7,16,7,16,0,0,F,U,3,3
66,26,19,Hispanic or Latino,female,3,6,7,13,7,13,0,0,G,D,3,2
66,26,19,Hispanic or Latino,female,3,1,8,9,8,9,0,0,A,B,3,2
66,26,19,Hispanic or Latino,female,3,1,6,7,7,6,1,-1,Z,P,3,2
66,26,19,Hispanic or Latino,female,3,9,7,16,7,16,0,0,W,J,3,3
66,26,19,Hispanic or Latino,female,3,6,9,15,9,15,0,0,E,D,2,3
66,26,19,Hispanic or Latino,female,3,1,9,10,10,,1,,Z,,,3
66,26,19,Hispanic or Latino,female,3,2,7,9,7,2,0,-7,M,E,2,1
66,26,19,Hispanic or Latino,female,3,6,6,12,6,12,0,0,A,X,2,2
66,26,19,Hispanic or Latino,female,3,2,10,12,10,11,0,-1,W,A,2,2
66,26,19,Hispanic or Latino,female,3,6,7,13,7,13,0,0,S,D,3,2
66,26,19,Hispanic or Latino,female,3,9,8,17,8,17,0,0,R,D,3,2
66,26,19,Hispanic or Latino,female,3,6,9,15,9,10,0,-5,X,Y,2,2
66,26,19,Hispanic or Latino,female,3,2,6,8,6,24,0,16,V,U,2,2
66,26,19,Hispanic or Latino,female,3,3,7,10,7,18,0,8,A,U,2,3
66,26,19,Hispanic or Latino,female,3,3,8,11,8,11,0,0,S,R,2,2
66,26,19,Hispanic or Latino,female,3,9,7,16,7,17,0,1,X,M,2,2
66,26,19,Hispanic or Latino,female,3,2,9,11,9,10,0,-1,I,T,2,2
66,26,19,Hispanic or Latino,female,3,9,10,19,10,11,0,-8,P,T,2,2
66,26,19,Hispanic or Latino,female,3,6,8,14,,7,,-7,,G,2,2
66,26,19,Hispanic or Latino,female,3,3,9,12,9,12,0,0,C,S,2,2
66,26,19,Hispanic or Latino,female,3,9,6,15,,,,,,,,3
66,26,19,Hispanic or Latino,female,3,3,6,9,9,13,3,4,I,O,2,1
66,26,19,Hispanic or Latino,female,3,2,9,11,9,11,0,0,V,R,2,2
66,26,19,Hispanic or Latino,female,3,1,6,7,6,5,0,-2,A,F,2,2
66,26,19,Hispanic or Latino,female,3,1,10,11,10,11,0,0,U,T,2,2
66,26,19,Hispanic or Latino,female,3,2,9,11,9,12,0,1,M,A,2,2
66,26,19,Hispanic or Latino,female,3,6,8,14,9,8,1,-6,S,G,2,2
66,26,19,Hispanic or Latino,female,3,1,10,11,11,9,1,-2,Z,T,2,2
66,26,19,Hispanic or Latino,female,3,2,8,10,8,10,0,0,P,V,1,2
66,26,19,Hispanic or Latino,female,3,9,9,18,9,14,0,-4,Q,R,2,2
66,26,19,Hispanic or Latino,female,3,2,6,8,6,8,0,0,P,Q,2,2
66,26,19,Hispanic or Latino,female,3,9,10,19,11,10,1,-9,S,E,2,2
66,26,19,Hispanic or Latino,female,3,3,6,9,6,15,0,6,F,E,2,3
66,26,19,Hispanic or Latino,female,3,9,9,18,9,23,0,5,F,R,2,3
66,26,19,Hispanic or Latino,female,3,3,10,13,10,9,0,-4,I,P,2,2
66,26,19,Hispanic or Latino,female,3,6,10,16,10,11,0,-5,C,G,2,2
66,26,19,Hispanic or Latino,female,3,1,7,8,8,7,1,-1,M,E,3,2
66,26,19,Hispanic or Latino,female,3,3,8,11,8,24,0,13,V,R,2,1
66,26,19,Hispanic or Latino,female,3,6,9,15,9,15,0,0,M,H,2,1
66,26,19,Hispanic or Latino,female,3,2,6,8,6,5,0,-3,F,I,2,2
66,26,19,Hispanic or Latino,female,3,9,8,17,,17,,0,,U,2,2
66,26,19,Hispanic or Latino,female,3,3,7,10,7,10,0,0,I,T,2,2
66,26,19,Hispanic or Latino,female,3,1,7,8,8,7,1,-1,T,W,3,2
66,26,19,Hispanic or Latino,female,3,2,10,12,,7,,-5,,R,2,2
66,26,19,Hispanic or Latino,female,3,9,10,19,10,19,0,0,Q,I,1,3
66,26,19,Hispanic or Latino,female,3,2,7,9,7,2,0,-7,A,R,3,2
66,26,19,Hispanic or Latino,female,3,9,8,17,8,17,0,0,B,I,2,1
66,26,19,Hispanic or Latino,female,3,1,9,10,10,9,1,-1,K,W,2,1
66,26,19,Hispanic or Latino,female,3,3,9,12,10,9,1,-3,J,Q,2,1
66,26,19,Hispanic or Latino,female,3,6,7,13,7,6,0,-7,Y,R,2,1
66,26,19,Hispanic or Latino,female,3,2,7,9,9,6,2,-3,Q,R,2,1
66,26,19,Hispanic or Latino,female,3,3,10,13,10,11,0,-2,B,G,2,1
66,26,19,Hispanic or Latino,female,3,9,6,15,6,15,0,0,L,T,2,2
66,26,19,Hispanic or Latino,female,3,1,7,8,7,8,0,0,D,X,2,1
66,26,19,Hispanic or Latino,female,3,2,8,10,8,9,0,-1,M,G,2,1
66,26,19,Hispanic or Latino,female,3,1,8,9,8,9,0,0,W,J,2,1
66,26,19,Hispanic or Latino,female,3,6,6,12,6,12,0,0,U,Q,2,2
66,26,19,Hispanic or Latino,female,4,1,9,10,9,9,0,-1,I,I,2,
66,26,19,Hispanic or Latino,female,4,3,6,9,6,8,0,-1,I,F,1,2
66,26,19,Hispanic or Latino,female,4,2,10,12,10,7,0,-5,X,Q,2,2
66,26,19,Hispanic or Latino,female,4,3,9,12,10,9,1,-3,Z,H,2,2
66,26,19,Hispanic or Latino,female,4,6,6,12,6,12,0,0,O,L,2,2
66,26,19,Hispanic or Latino,female,4,2,6,8,6,5,0,-3,D,Q,2,2
66,26,19,Hispanic or Latino,female,4,9,9,18,9,18,0,0,K,G,2,3
66,26,19,Hispanic or Latino,female,4,2,10,12,10,12,0,0,U,J,2,2
66,26,19,Hispanic or Latino,female,4,6,9,15,9,16,0,1,T,P,2,2
66,26,19,Hispanic or Latino,female,4,1,6,7,7,16,1,9,C,E,3,2
66,26,19,Hispanic or Latino,female,4,9,9,18,9,19,0,1,Y,Z,1,2
66,26,19,Hispanic or Latino,female,4,6,7,13,7,13,0,0,H,E,2,2
66,26,19,Hispanic or Latino,female,4,6,8,14,8,14,0,0,A,V,2,2
66,26,19,Hispanic or Latino,female,4,1,6,7,7,9,1,2,O,U,2,2
66,26,19,Hispanic or Latino,female,4,1,6,7,7,8,1,1,H,S,2,2
66,26,19,Hispanic or Latino,female,4,1,8,9,8,9,0,0,Z,M,2,2
66,26,19,Hispanic or Latino,female,4,3,8,11,8,9,0,-2,C,D,2,2
66,26,19,Hispanic or Latino,female,4,2,8,10,8,10,0,0,P,H,2,2
66,26,19,Hispanic or Latino,female,4,3,9,12,9,12,0,0,E,T,2,2
66,26,19,Hispanic or Latino,female,4,3,10,13,10,15,0,2,M,R,2,2
66,26,19,Hispanic or Latino,female,4,2,7,9,7,24,0,15,U,I,3,2
66,26,19,Hispanic or Latino,female,4,1,8,9,9,10,1,1,B,R,2,1
66,26,19,Hispanic or Latino,female,4,1,8,9,9,8,1,-1,C,J,2,3
66,26,19,Hispanic or Latino,female,4,1,9,10,9,10,0,0,I,T,2,2
66,26,19,Hispanic or Latino,female,4,1,9,10,10,9,1,-1,O,U,2,2
66,26,19,Hispanic or Latino,female,4,1,7,8,8,7,1,-1,Z,G,2,2
66,26,19,Hispanic or Latino,female,4,2,9,11,9,13,0,2,I,S,2,2
66,26,19,Hispanic or Latino,female,4,9,6,15,6,15,0,0,A,L,2,2
66,26,19,Hispanic or Latino,female,4,2,7,9,6,7,-1,-2,A,B,2,2
66,26,19,Hispanic or Latino,female,4,6,8,14,8,14,0,0,V,L,3,2
66,26,19,Hispanic or Latino,female,4,9,9,18,9,18,0,0,G,Q,1,2
66,26,19,Hispanic or Latino,female,4,1,10,11,11,2,1,-9,M,N,2,2
66,26,19,Hispanic or Latino,female,4,6,9,15,9,16,0,1,P,R,2,2
66,26,19,Hispanic or Latino,female,4,2,6,8,6,8,0,0,O,U,2,2
66,26,19,Hispanic or Latino,female,4,2,8,10,8,10,0,0,S,G,2,2
66,26,19,Hispanic or Latino,female,4,2,10,12,10,7,0,-5,W,R,3,1
66,26,19,Hispanic or Latino,female,4,9,8,17,10,17,2,0,R,W,2,2
66,26,19,Hispanic or Latino,female,4,9,8,17,8,17,0,0,N,D,2,2
66,26,19,Hispanic or Latino,female,4,6,10,16,10,16,0,0,Q,C,2,2
66,26,19,Hispanic or Latino,female,4,2,8,10,10,8,2,-2,T,X,,2
66,26,19,Hispanic or Latino,female,4,3,8,11,8,9,0,-2,E,O,2,2
66,26,19,Hispanic or Latino,female,4,9,6,15,6,15,0,0,V,B,2,2
66,26,19,Hispanic or Latino,female,4,2,7,9,7,6,0,-3,W,A,2,1
66,26,19,Hispanic or Latino,female,4,6,8,14,8,14,0,0,U,Q,2,2
66,26,19,Hispanic or Latino,female,4,1,7,8,8,7,1,-1,U,I,2,2
66,26,19,Hispanic or Latino,female,4,3,8,11,8,26,0,15,C,E,2,2
66,26,19,Hispanic or Latino,female,4,1,7,8,8,7,1,-1,K,U,2,2
66,26,19,Hispanic or Latino,female,4,9,7,16,7,16,0,0,F,M,2,2
66,26,19,Hispanic or Latino,female,4,9,10,19,10,19,0,0,H,V,2,2
66,26,19,Hispanic or Latino,female,4,9,6,15,6,7,0,-8,Z,J,2,2
66,26,19,Hispanic or Latino,female,4,9,10,19,10,19,0,0,K,S,2,2
66,26,19,Hispanic or Latino,female,4,9,8,17,8,17,0,0,E,P,2,2
66,26,19,Hispanic or Latino,female,4,2,9,11,9,11,0,0,B,Q,3,3
66,26,19,Hispanic or Latino,female,4,3,9,12,9,12,0,0,A,K,2,3
66,26,19,Hispanic or Latino,female,4,6,10,16,10,16,0,0,Y,C,2,3
66,26,19,Hispanic or Latino,female,4,3,6,9,6,9,0,0,S,B,2,3
66,26,19,Hispanic or Latino,female,4,6,6,12,6,12,0,0,G,U,2,2
66,26,19,Hispanic or Latino,female,4,3,6,9,6,20,0,11,A,U,2,2
66,26,19,Hispanic or Latino,female,4,1,10,11,11,10,1,-1,W,D,2,2
66,26,19,Hispanic or Latino,female,4,3,7,10,,6,,-4,,V,2,2
66,26,19,Hispanic or Latino,female,4,3,7,10,,10,,0,,P,2,2
66,26,19,Hispanic or Latino,female,4,2,6,8,,10,,2,,F,2,1
66,26,19,Hispanic or Latino,female,4,3,10,13,10,16,0,3,M,I,2,2
66,26,19,Hispanic or Latino,female,4,6,6,12,,12,,0,,W,1,2
66,26,19,Hispanic or Latino,female,4,2,9,11,9,12,0,1,I,W,2,2
66,26,19,Hispanic or Latino,female,4,1,10,11,11,10,1,-1,U,R,2,2
66,26,19,Hispanic or Latino,female,4,6,7,13,7,13,0,0,N,X,2,2
66,26,19,Hispanic or Latino,female,4,9,10,19,10,19,0,0,T,K,2,2
66,26,19,Hispanic or Latino,female,4,6,7,13,7,13,0,0,E,K,2,2
66,26,19,Hispanic or Latino,female,4,3,10,13,10,13,0,0,W,A,2,2
66,26,19,Hispanic or Latino,female,4,3,7,10,7,11,0,1,O,Y,2,2
66,26,19,Hispanic or Latino,female,4,9,7,16,8,16,1,0,T,X,2,2
66,26,19,Hispanic or Latino,female,4,6,10,16,10,16,0,0,L,K,2,2
66,26,19,Hispanic or Latino,female,4,9,7,16,7,16,0,0,E,K,2,2
66,26,19,Hispanic or Latino,female,4,6,9,15,9,15,0,0,G,V,2,2
83,27,19,White/Caucasian,male,2,1,8,9,8,9,0,0,A,T,3,2
83,27,19,White/Caucasian,male,2,1,10,11,8,11,-2,0,D,M,1,2
83,27,19,White/Caucasian,male,2,3,6,9,6,5,0,-4,H,L,2,1
83,27,19,White/Caucasian,male,2,6,7,13,7,14,0,1,G,E,2,1
83,27,19,White/Caucasian,male,2,9,7,16,7,16,0,0,Q,E,3,3
83,27,19,White/Caucasian,male,2,9,8,17,8,17,0,0,G,B,3,3
83,27,19,White/Caucasian,male,2,2,10,12,10,12,0,0,O,A,3,2
83,27,19,White/Caucasian,male,2,9,10,19,10,20,0,1,H,R,3,1
83,27,19,White/Caucasian,male,2,9,7,16,7,16,0,0,T,L,3,3
83,27,19,White/Caucasian,male,2,1,10,11,10,11,0,0,H,E,2,1
83,27,19,White/Caucasian,male,2,6,8,14,5,14,-3,0,P,E,2,1
83,27,19,White/Caucasian,male,2,9,6,15,6,15,0,0,U,S,2,3
83,27,19,White/Caucasian,male,2,2,6,8,6,7,0,-1,O,A,3,2
83,27,19,White/Caucasian,male,2,1,7,8,7,8,0,0,Z,D,2,1
83,27,19,White/Caucasian,male,2,1,9,10,9,10,0,0,L,S,3,2
83,27,19,White/Caucasian,male,2,1,7,8,8,7,1,-1,R,J,1,3
83,27,19,White/Caucasian,male,2,3,9,12,9,12,0,0,T,G,1,2
83,27,19,White/Caucasian,male,2,6,10,16,10,16,0,0,J,X,3,3
83,27,19,White/Caucasian,male,2,9,8,17,8,17,0,0,M,Z,3,3
83,27,19,White/Caucasian,male,2,1,6,7,6,7,0,0,N,X,2,2
83,27,19,White/Caucasian,male,2,2,7,9,7,17,0,8,Z,X,2,1
83,27,19,White/Caucasian,male,2,2,8,10,8,11,0,1,S,F,3,3
83,27,19,White/Caucasian,male,2,1,8,9,8,9,0,0,D,B,3,2
83,27,19,White/Caucasian,male,2,1,7,8,7,8,0,0,R,K,2,2
83,27,19,White/Caucasian,male,2,9,9,18,9,18,0,0,O,L,3,3
83,27,19,White/Caucasian,male,2,6,9,15,9,15,0,0,T,B,3,3
83,27,19,White/Caucasian,male,2,1,8,9,8,9,0,0,L,C,3,3
83,27,19,White/Caucasian,male,2,2,9,11,9,12,0,1,N,M,3,1
83,27,19,White/Caucasian,male,2,3,9,12,9,23,0,11,Q,N,3,1
83,27,19,White/Caucasian,male,2,6,7,13,7,21,0,8,R,C,3,1
83,27,19,White/Caucasian,male,2,6,8,14,9,14,1,0,D,L,3,3
83,27,19,White/Caucasian,male,2,6,6,12,6,12,0,0,N,T,2,3
83,27,19,White/Caucasian,male,2,2,7,9,7,9,0,0,C,W,2,3
83,27,19,White/Caucasian,male,2,3,6,9,6,10,0,1,A,Z,3,2
83,27,19,White/Caucasian,male,2,3,10,13,10,10,0,-3,U,U,3,1
83,27,19,White/Caucasian,male,2,3,8,11,8,11,0,0,M,F,3,3
83,27,19,White/Caucasian,male,2,6,10,16,10,16,0,0,E,R,3,3
83,27,19,White/Caucasian,male,2,6,9,15,9,15,0,0,S,G,3,3
83,27,19,White/Caucasian,male,2,3,7,10,7,10,0,0,O,L,3,3
83,27,19,White/Caucasian,male,2,2,9,11,9,11,0,0,K,H,2,2
83,27,19,White/Caucasian,male,2,2,8,10,8,10,0,0,C,Y,2,1
83,27,19,White/Caucasian,male,2,9,9,18,8,18,-1,0,E,Y,1,3
83,27,19,White/Caucasian,male,2,1,6,7,6,7,0,0,E,R,3,3
83,27,19,White/Caucasian,male,2,2,10,12,10,7,0,-5,D,Y,3,1
83,27,19,White/Caucasian,male,2,3,6,9,6,11,0,2,I,U,3,1
83,27,19,White/Caucasian,male,2,3,8,11,8,11,0,0,E,R,3,3
83,27,19,White/Caucasian,male,2,3,9,12,9,13,0,1,I,G,3,2
83,27,19,White/Caucasian,male,2,9,8,17,8,17,0,0,V,Y,3,3
83,27,19,White/Caucasian,male,2,9,6,15,6,15,0,0,Q,K,3,3
83,27,19,White/Caucasian,male,2,3,8,11,8,11,0,0,M,S,3,3
83,27,19,White/Caucasian,male,2,6,6,12,6,12,0,0,Z,L,3,3
83,27,19,White/Caucasian,male,2,6,7,13,7,13,0,0,Z,B,3,3
83,27,19,White/Caucasian,male,2,2,7,9,7,9,0,0,K,U,3,2
83,27,19,White/Caucasian,male,2,9,6,15,6,15,0,0,L,W,3,3
83,27,19,White/Caucasian,male,2,2,8,10,8,10,0,0,B,E,3,1
83,27,19,White/Caucasian,male,2,2,10,12,10,12,0,0,L,V,3,1
83,27,19,White/Caucasian,male,2,3,7,10,12,8,5,-2,Y,M,1,1
83,27,19,White/Caucasian,male,2,3,10,13,10,9,0,-4,Q,B,3,1
83,27,19,White/Caucasian,male,2,1,9,10,10,9,1,-1,B,F,3,1
83,27,19,White/Caucasian,male,2,3,10,13,10,13,0,0,G,J,3,1
83,27,19,White/Caucasian,male,2,1,10,11,10,11,0,0,D,P,3,2
83,27,19,White/Caucasian,male,2,2,6,8,6,12,0,4,H,T,3,1
83,27,19,White/Caucasian,male,2,6,10,16,10,16,0,0,N,M,3,3
83,27,19,White/Caucasian,male,2,2,9,11,9,10,0,-1,R,K,3,1
83,27,19,White/Caucasian,male,2,9,9,18,9,18,0,0,N,L,3,3
83,27,19,White/Caucasian,male,2,6,6,12,6,12,0,0,L,Y,3,2
83,27,19,White/Caucasian,male,2,1,9,10,9,18,0,8,W,M,3,1
83,27,19,White/Caucasian,male,2,9,7,16,7,16,0,0,H,J,3,3
83,27,19,White/Caucasian,male,2,1,6,7,7,6,1,-1,I,Q,1,3
83,27,19,White/Caucasian,male,2,2,6,8,6,8,0,0,U,M,3,3
83,27,19,White/Caucasian,male,2,6,9,15,9,15,0,0,M,W,3,3
83,27,19,White/Caucasian,male,2,3,7,10,7,10,0,0,W,S,3,3
83,27,19,White/Caucasian,male,2,9,10,19,10,19,0,0,P,Y,3,3
83,27,19,White/Caucasian,male,2,6,8,14,8,14,0,0,I,N,3,3
83,27,19,White/Caucasian,male,2,9,10,19,10,19,0,0,O,S,3,3
83,27,19,White/Caucasian,male,3,2,7,9,7,9,0,0,B,D,3,2
83,27,19,White/Caucasian,male,3,6,9,15,9,15,0,0,J,R,3,3
83,27,19,White/Caucasian,male,3,2,8,10,8,10,0,0,V,Y,3,2
83,27,19,White/Caucasian,male,3,9,8,17,8,17,0,0,T,W,3,3
83,27,19,White/Caucasian,male,3,6,9,15,9,16,0,1,Z,G,3,2
83,27,19,White/Caucasian,male,3,2,9,11,9,18,0,7,S,M,3,1
83,27,19,White/Caucasian,male,3,9,7,16,7,16,0,0,O,Q,3,3
83,27,19,White/Caucasian,male,3,2,8,10,8,10,0,0,P,M,3,1
83,27,19,White/Caucasian,male,3,9,10,19,10,19,0,0,F,B,2,3
83,27,19,White/Caucasian,male,3,9,10,19,10,19,0,0,J,S,3,3
83,27,19,White/Caucasian,male,3,6,7,13,7,13,0,0,B,X,3,3
83,27,19,White/Caucasian,male,3,3,7,10,7,22,0,12,F,H,2,1
83,27,19,White/Caucasian,male,3,3,8,11,8,11,0,0,M,F,3,1
83,27,19,White/Caucasian,male,3,1,10,11,9,10,-1,-1,I,J,1,1
83,27,19,White/Caucasian,male,3,6,7,13,7,13,0,0,P,H,3,3
83,27,19,White/Caucasian,male,3,1,6,7,6,7,0,0,S,X,3,2
83,27,19,White/Caucasian,male,3,1,9,10,9,10,0,0,J,Q,1,3
83,27,19,White/Caucasian,male,3,6,10,16,10,18,0,2,U,E,3,1
83,27,19,White/Caucasian,male,3,3,9,12,9,12,0,0,D,Q,3,2
83,27,19,White/Caucasian,male,3,1,6,7,6,7,0,0,S,H,2,1
83,27,19,White/Caucasian,male,3,2,6,8,6,8,0,0,E,O,3,2
83,27,19,White/Caucasian,male,3,1,7,8,7,8,0,0,Z,R,1,3
83,27,19,White/Caucasian,male,3,3,7,10,6,10,-1,0,F,J,2,3
83,27,19,White/Caucasian,male,3,3,9,12,9,4,0,-8,A,U,3,1
83,27,19,White/Caucasian,male,3,3,8,11,8,12,0,1,X,O,3,1
83,27,19,White/Caucasian,male,3,2,6,8,6,8,0,0,J,Q,3,2
83,27,19,White/Caucasian,male,3,3,6,9,6,9,0,0,F,J,2,2
83,27,19,White/Caucasian,male,3,6,10,16,10,16,0,0,G,Q,3,1
83,27,19,White/Caucasian,male,3,2,6,8,6,9,0,1,C,P,3,1
83,27,19,White/Caucasian,male,3,3,10,13,10,13,0,0,I,T,3,3
83,27,19,White/Caucasian,male,3,3,7,10,7,10,0,0,R,C,3,2
83,27,19,White/Caucasian,male,3,2,9,11,9,11,0,0,P,A,3,3
83,27,19,White/Caucasian,male,3,2,10,12,10,12,0,0,J,U,3,1
83,27,19,White/Caucasian,male,3,1,9,10,9,10,0,0,I,S,3,2
83,27,19,White/Caucasian,male,3,1,9,10,9,10,0,0,C,X,3,1
83,27,19,White/Caucasian,male,3,1,8,9,8,9,0,0,R,E,2,3
83,27,19,White/Caucasian,male,3,9,9,18,9,18,0,0,W,Q,3,3
83,27,19,White/Caucasian,male,3,6,7,13,7,13,0,0,P,Z,3,3
