SOA,Subject,Age,Ethnicity,Sex,Block,Lag,T1Pos,T2Pos,T1RespPos,T2RespPos,T1SPE,T2SPE,T1Resp,T2Resp,T1Conf,T2Conf
83,32,22,Black/African American,female,2,3,8,11,8,13,0,2,M,S,1,1
83,32,22,Black/African American,female,2,2,8,10,10,13,2,3,J,L,1,1
83,32,22,Black/African American,female,2,6,6,12,7,15,1,3,U,D,2,2
83,32,22,Black/African American,female,2,3,6,9,9,12,3,3,M,C,1,1
83,32,22,Black/African American,female,2,6,6,12,7,12,1,0,V,H,1,1
83,32,22,Black/African American,female,2,2,10,12,11,12,1,0,F,Y,1,1
83,32,22,Black/African American,female,2,2,6,8,7,14,1,6,S,R,1,1
83,32,22,Black/African American,female,2,9,10,19,3,14,-7,-5,M,J,1,1
83,32,22,Black/African American,female,2,2,7,9,10,7,3,-2,U,A,1,1
83,32,22,Black/African American,female,2,6,8,14,15,8,7,-6,C,E,1,1
83,32,22,Black/African American,female,2,9,10,19,26,10,16,-9,O,L,1,1
83,32,22,Black/African American,female,2,6,10,16,14,13,4,-3,G,K,1,1
83,32,22,Black/African American,female,2,2,7,9,10,23,3,14,D,U,1,1
83,32,22,Black/African American,female,2,3,8,11,10,24,2,13,W,M,1,1
83,32,22,Black/African American,female,2,1,10,11,11,8,1,-3,F,G,1,1
83,32,22,Black/African American,female,2,2,9,11,6,9,-3,-2,B,V,1,1
83,32,22,Black/African American,female,2,9,8,17,9,3,1,-14,S,R,1,1
83,32,22,Black/African American,female,2,6,9,15,10,12,1,-3,V,H,1,1
83,32,22,Black/African American,female,2,3,9,12,9,12,0,0,F,R,1,1
83,32,22,Black/African American,female,2,1,8,9,23,14,15,5,O,P,1,1
83,32,22,Black/African American,female,2,6,8,14,9,14,1,0,S,V,1,
83,32,22,Black/African American,female,2,1,7,8,15,22,8,14,R,E,1,1
83,32,22,Black/African American,female,2,1,8,9,9,18,1,9,B,L,1,
83,32,22,Black/African American,female,2,9,6,15,7,1,1,-14,P,L,1,
83,32,22,Black/African American,female,2,6,9,15,9,15,0,0,W,V,2,2
83,32,22,Black/African American,female,2,9,7,16,7,16,0,0,S,R,3,3
83,32,22,Black/African American,female,2,6,8,14,8,7,0,-7,Y,R,1,1
83,32,22,Black/African American,female,2,2,6,8,4,13,-2,5,V,B,1,
83,32,22,Black/African American,female,2,1,9,10,9,10,0,0,F,E,,1
83,32,22,Black/African American,female,2,6,9,15,9,15,0,0,T,C,1,1
83,32,22,Black/African American,female,2,2,7,9,7,9,0,0,N,A,1,1
83,32,22,Black/African American,female,2,2,8,10,10,15,2,5,P,R,1,1
83,32,22,Black/African American,female,2,6,7,13,8,15,1,2,W,S,1,1
83,32,22,Black/African American,female,2,9,9,18,8,8,-1,-10,D,D,1,1
83,32,22,Black/African American,female,2,1,9,10,10,16,1,6,J,I,,
83,32,22,Black/African American,female,2,1,7,8,8,7,1,-1,O,H,,
83,32,22,Black/African American,female,2,1,10,11,10,11,0,0,K,I,2,1
83,32,22,Black/African American,female,2,2,9,11,9,2,0,-9,F,Y,1,1
83,32,22,Black/African American,female,2,9,9,18,9,8,0,-10,Y,I,1,1
83,32,22,Black/African American,female,2,6,10,16,11,16,1,0,S,U,1,1
83,32,22,Black/African American,female,2,3,9,12,10,7,1,-5,J,X,1,1
83,32,22,Black/African American,female,2,9,8,17,9,18,1,1,E,M,1,1
83,32,22,Black/African American,female,2,9,10,19,9,21,-1,2,N,U,1,1
83,32,22,Black/African American,female,2,3,8,11,8,20,0,9,I,Q,1,1
83,32,22,Black/African American,female,2,3,7,10,7,2,0,-8,K,J,1,2
83,32,22,Black/African American,female,2,3,6,9,6,7,0,-2,V,M,1,1
83,32,22,Black/African American,female,2,3,7,10,7,10,0,0,C,H,1,1
83,32,22,Black/African American,female,2,3,9,12,23,19,14,7,T,H,1,1
83,32,22,Black/African American,female,2,6,6,12,7,23,1,11,V,N,1,1
83,32,22,Black/African American,female,2,9,9,18,10,18,1,0,R,V,1,1
83,32,22,Black/African American,female,2,3,6,9,9,10,3,1,C,A,1,1
83,32,22,Black/African American,female,2,1,8,9,9,26,1,17,P,K,1,2
83,32,22,Black/African American,female,2,3,10,13,24,14,14,1,U,I,2,1
83,32,22,Black/African American,female,2,9,6,15,6,16,0,1,R,G,1,1
83,32,22,Black/African American,female,2,9,7,16,7,16,0,0,E,M,1,1
83,32,22,Black/African American,female,2,1,7,8,7,8,0,0,C,Y,1,1
83,32,22,Black/African American,female,2,1,6,7,6,26,0,19,J,Y,1,1
83,32,22,Black/African American,female,2,3,7,10,6,7,-1,-3,M,Q,1,1
83,32,22,Black/African American,female,2,1,6,7,7,20,1,13,M,Y,,1
83,32,22,Black/African American,female,2,2,10,12,10,8,0,-4,I,R,,1
83,32,22,Black/African American,female,2,3,10,13,12,10,2,-3,P,W,1,1
83,32,22,Black/African American,female,2,6,10,16,11,16,1,0,M,C,1,1
83,32,22,Black/African American,female,2,2,6,8,6,8,0,0,X,P,1,1
83,32,22,Black/African American,female,2,6,7,13,7,3,0,-10,R,Y,1,1
83,32,22,Black/African American,female,2,9,8,17,8,17,0,0,P,U,1,1
83,32,22,Black/African American,female,2,1,6,7,7,9,1,2,J,I,1,1
83,32,22,Black/African American,female,2,2,8,10,8,22,0,12,A,z,1,1
83,32,22,Black/African American,female,2,9,7,16,8,18,1,2,A,M,1,1
83,32,22,Black/African American,female,2,1,10,11,10,11,0,0,W,I,1,1
83,32,22,Black/African American,female,2,1,9,10,11,5,2,-5,S,E,1,1
83,32,22,Black/African American,female,2,9,6,15,7,15,1,0,K,P,1,1
83,32,22,Black/African American,female,2,2,10,12,10,12,0,0,A,X,1,1
83,32,22,Black/African American,female,2,6,7,13,8,1,1,-12,C,P,1,1
83,32,22,Black/African American,female,2,3,10,13,11,9,1,-4,R,O,1,1
83,32,22,Black/African American,female,2,2,9,11,9,14,0,3,B,A,1,1
83,32,22,Black/African American,female,3,1,9,10,10,14,1,4,F,E,1,1
83,32,22,Black/African American,female,3,9,7,16,7,16,0,0,J,M,1,1
83,32,22,Black/African American,female,3,3,7,10,7,10,0,0,A,J,1,1
83,32,22,Black/African American,female,3,6,6,12,12,6,6,-6,X,U,1,1
83,32,22,Black/African American,female,3,6,7,13,24,14,17,1,B,E,1,1
83,32,22,Black/African American,female,3,2,8,10,8,3,0,-7,W,M,1,1
83,32,22,Black/African American,female,3,2,8,10,8,10,0,0,Q,A,1,1
83,32,22,Black/African American,female,3,3,7,10,7,3,0,-7,R,E,,1
83,32,22,Black/African American,female,3,9,6,15,6,16,0,1,W,S,1,1
83,32,22,Black/African American,female,3,9,8,17,8,17,0,0,T,B,1,1
83,32,22,Black/African American,female,3,6,6,12,7,14,1,2,C,Q,1,1
83,32,22,Black/African American,female,3,9,7,16,7,16,0,0,M,B,1,1
83,32,22,Black/African American,female,3,3,9,12,9,10,0,-2,E,R,1,1
83,32,22,Black/African American,female,3,2,7,9,7,17,0,8,V,O,1,1
83,32,22,Black/African American,female,3,6,7,13,8,1,1,-12,X,P,1,1
83,32,22,Black/African American,female,3,3,6,9,7,9,1,0,C,M,1,1
83,32,22,Black/African American,female,3,9,10,19,10,19,0,0,A,Z,1,1
83,32,22,Black/African American,female,3,9,10,19,11,19,1,0,W,B,1,1
83,32,22,Black/African American,female,3,6,10,16,10,17,0,1,Q,F,1,1
83,32,22,Black/African American,female,3,2,7,9,14,4,7,-5,U,T,1,1
83,32,22,Black/African American,female,3,2,6,8,7,18,1,10,H,P,1,1
83,32,22,Black/African American,female,3,3,8,11,9,5,1,-6,U,R,1,1
83,32,22,Black/African American,female,3,2,10,12,10,11,0,-1,J,E,1,1
83,32,22,Black/African American,female,3,9,9,18,9,8,0,-10,K,I,1,1
83,32,22,Black/African American,female,3,3,7,10,8,10,1,0,M,K,1,1
83,32,22,Black/African American,female,3,9,10,19,10,21,0,2,V,U,1,1
83,32,22,Black/African American,female,3,2,10,12,11,25,1,13,A,D,1,1
83,32,22,Black/African American,female,3,3,10,13,10,16,0,3,T,K,1,1
83,32,22,Black/African American,female,3,1,10,11,11,,1,,K,,1,1
83,32,22,Black/African American,female,3,3,6,9,6,9,0,0,Z,P,1,1
83,32,22,Black/African American,female,3,1,9,10,10,3,1,-7,W,A,1,1
83,32,22,Black/African American,female,3,2,6,8,8,6,2,-2,T,O,1,1
83,32,22,Black/African American,female,3,3,9,12,11,9,2,-3,R,E,1,1
83,32,22,Black/African American,female,3,6,10,16,16,3,6,-13,D,E,1,1
83,32,22,Black/African American,female,3,2,10,12,10,15,0,3,S,A,1,1
83,32,22,Black/African American,female,3,2,7,9,7,5,0,-4,B,R,1,1
83,32,22,Black/African American,female,3,1,7,8,7,6,0,-2,M,P,1,1
83,32,22,Black/African American,female,3,1,8,9,9,14,1,5,X,E,1,1
83,32,22,Black/African American,female,3,1,10,11,11,10,1,-1,C,U,1,1
83,32,22,Black/African American,female,3,1,8,9,9,13,1,4,B,A,1,1
83,32,22,Black/African American,female,3,6,9,15,20,10,11,-5,E,T,1,1
83,32,22,Black/African American,female,3,6,9,15,10,9,1,-6,P,E,1,1
83,32,22,Black/African American,female,3,9,7,16,13,10,6,-6,V,N,1,1
83,32,22,Black/African American,female,3,6,8,14,26,5,18,-9,D,A,1,1
83,32,22,Black/African American,female,3,1,6,7,18,24,12,17,C,F,,
83,32,22,Black/African American,female,3,1,9,10,10,6,1,-4,F,A,1,1
83,32,22,Black/African American,female,3,6,10,16,12,14,2,-2,E,S,1,1
83,32,22,Black/African American,female,3,6,6,12,8,13,2,1,V,Z,1,1
83,32,22,Black/African American,female,3,1,7,8,8,13,1,5,D,E,,1
83,32,22,Black/African American,female,3,1,10,11,11,25,1,14,R,E,1,1
83,32,22,Black/African American,female,3,1,6,7,7,25,1,18,H,F,,
83,32,22,Black/African American,female,3,9,8,17,13,26,5,9,F,E,1,1
83,32,22,Black/African American,female,3,9,6,15,6,15,0,0,A,J,1,1
83,32,22,Black/African American,female,3,2,9,11,9,10,0,-1,E,M,1,1
83,32,22,Black/African American,female,3,6,8,14,26,8,18,-6,R,A,1,1
83,32,22,Black/African American,female,3,3,6,9,26,26,20,17,R,R,,1
83,32,22,Black/African American,female,3,1,7,8,8,15,1,7,P,O,1,1
83,32,22,Black/African American,female,3,3,9,12,8,12,-1,0,T,B,1,1
83,32,22,Black/African American,female,3,3,8,11,8,4,0,-7,A,M,1,1
83,32,22,Black/African American,female,3,9,9,18,9,18,0,0,S,F,1,1
83,32,22,Black/African American,female,3,6,7,13,7,8,0,-5,V,P,1,1
83,32,22,Black/African American,female,3,2,9,11,9,21,0,10,J,H,1,1
83,32,22,Black/African American,female,3,2,8,10,14,26,6,16,K,G,1,1
83,32,22,Black/African American,female,3,6,9,15,9,6,0,-9,S,D,1,1
83,32,22,Black/African American,female,3,9,8,17,12,16,4,-1,M,J,2,1
83,32,22,Black/African American,female,3,2,6,8,18,8,12,0,R,E,1,1
83,32,22,Black/African American,female,3,2,9,11,18,6,9,-5,B,V,1,1
83,32,22,Black/African American,female,3,3,10,13,10,19,0,6,W,E,1,1
83,32,22,Black/African American,female,3,6,8,14,23,11,15,-3,A,S,1,1
83,32,22,Black/African American,female,3,1,6,7,1,7,-5,0,J,O,1,1
83,32,22,Black/African American,female,3,9,6,15,18,7,12,-8,U,N,1,1
83,32,22,Black/African American,female,3,1,8,9,10,9,2,0,M,W,1,1
83,32,22,Black/African American,female,3,3,10,13,20,21,10,8,H,N,1,1
83,32,22,Black/African American,female,3,9,9,18,1,8,-8,-10,T,P,1,1
83,32,22,Black/African American,female,3,3,8,11,2,19,-6,8,B,Y,1,1
83,32,22,Black/African American,female,4,1,7,8,22,8,15,0,B,N,1,1
83,32,22,Black/African American,female,4,2,7,9,6,10,-1,1,F,D,1,1
83,32,22,Black/African American,female,4,1,8,9,9,17,1,8,T,Y,1,1
83,32,22,Black/African American,female,4,2,9,11,5,1,-4,-10,U,E,1,1
83,32,22,Black/African American,female,4,3,8,11,14,25,6,14,W,S,1,1
83,32,22,Black/African American,female,4,6,9,15,9,23,0,8,V,B,1,1
83,32,22,Black/African American,female,4,1,6,7,7,6,1,-1,T,O,1,1
83,32,22,Black/African American,female,4,3,8,11,8,2,0,-9,T,Y,1,1
83,32,22,Black/African American,female,4,2,9,11,9,25,0,14,V,Q,1,1
83,32,22,Black/African American,female,4,6,7,13,7,22,0,9,B,J,1,1
83,32,22,Black/African American,female,4,3,10,13,19,1,9,-12,G,U,1,1
83,32,22,Black/African American,female,4,3,7,10,19,21,12,11,F,S,1,1
83,32,22,Black/African American,female,4,1,7,8,7,4,0,-4,C,H,1,1
83,32,22,Black/African American,female,4,9,9,18,11,13,2,-5,F,S,1,1
83,32,22,Black/African American,female,4,6,10,16,13,13,3,-3,S,S,1,1
83,32,22,Black/African American,female,4,9,7,16,,2,,-14,,Y,2,2
83,32,22,Black/African American,female,4,9,8,17,15,13,7,-4,M,N,1,1
83,32,22,Black/African American,female,4,2,7,9,3,25,-4,16,K,O,2,1
83,32,22,Black/African American,female,4,1,8,9,9,10,1,1,A,Z,1,1
83,32,22,Black/African American,female,4,3,8,11,3,16,-5,5,N,M,1,1
83,32,22,Black/African American,female,4,6,9,15,10,12,1,-3,U,Y,1,1
83,32,22,Black/African American,female,4,6,6,12,6,14,0,2,T,X,1,1
83,32,22,Black/African American,female,4,2,6,8,7,8,1,0,R,O,1,1
83,32,22,Black/African American,female,4,3,9,12,1,16,-8,4,F,S,1,1
83,32,22,Black/African American,female,4,3,10,13,20,16,10,3,R,W,1,1
83,32,22,Black/African American,female,4,9,7,16,2,8,-5,-8,N,V,1,1
83,32,22,Black/African American,female,4,1,10,11,13,21,3,10,R,S,1,1
83,32,22,Black/African American,female,4,3,9,12,24,9,15,-3,G,F,1,1
83,32,22,Black/African American,female,4,9,9,18,10,11,1,-7,U,O,1,1
83,32,22,Black/African American,female,4,9,6,15,9,14,3,-1,R,S,1,1
83,32,22,Black/African American,female,4,2,6,8,4,4,-2,-4,S,S,1,1
83,32,22,Black/African American,female,4,6,10,16,23,9,13,-7,R,S,1,1
83,32,22,Black/African American,female,4,2,7,9,7,22,0,13,A,D,1,1
83,32,22,Black/African American,female,4,2,9,11,2,12,-7,1,D,E,1,1
83,32,22,Black/African American,female,4,6,8,14,12,10,4,-4,U,J,1,1
83,32,22,Black/African American,female,4,6,7,13,7,14,0,1,Z,F,1,2
83,32,22,Black/African American,female,4,6,6,12,10,,4,,F,,,1
83,32,22,Black/African American,female,4,2,10,12,10,18,0,6,M,A,1,1
83,32,22,Black/African American,female,4,3,6,9,,24,,15,,E,,1
83,32,22,Black/African American,female,4,9,10,19,12,5,2,-14,R,E,1,1
83,32,22,Black/African American,female,4,9,6,15,21,21,15,6,H,H,1,1
83,32,22,Black/African American,female,4,1,10,11,19,2,9,-9,J,U,1,1
83,32,22,Black/African American,female,4,1,7,8,25,25,18,17,E,E,1,1
83,32,22,Black/African American,female,4,9,10,19,10,11,0,-8,W,O,1,1
83,32,22,Black/African American,female,4,2,8,10,25,,17,,F,,,1
83,32,22,Black/African American,female,4,3,10,13,3,7,-7,-6,A,S,1,1
83,32,22,Black/African American,female,4,6,7,13,4,15,-3,2,M,N,1,1
83,32,22,Black/African American,female,4,1,10,11,11,10,1,-1,T,V,1,1
83,32,22,Black/African American,female,4,3,7,10,7,7,0,-3,F,F,1,1
83,32,22,Black/African American,female,4,3,7,10,7,12,0,2,C,O,1,1
83,32,22,Black/African American,female,4,9,8,17,4,17,-4,0,F,R,1,1
83,32,22,Black/African American,female,4,2,8,10,7,26,-1,16,E,T,1,1
83,32,22,Black/African American,female,4,3,6,9,7,18,1,9,A,J,1,1
83,32,22,Black/African American,female,4,3,6,9,26,10,20,1,M,B,1,1
83,32,22,Black/African American,female,4,1,9,10,11,12,2,2,Z,U,1,1
83,32,22,Black/African American,female,4,1,6,7,6,12,0,5,R,E,1,1
83,32,22,Black/African American,female,4,9,7,16,20,23,13,7,L,K,2,2
83,32,22,Black/African American,female,4,6,6,12,6,6,0,-6,E,E,1,1
83,32,22,Black/African American,female,4,2,10,12,11,8,1,-4,N,U,1,1
83,32,22,Black/African American,female,4,2,8,10,10,23,2,13,A,E,1,1
83,32,22,Black/African American,female,4,1,8,9,6,12,-2,3,D,M,1,1
83,32,22,Black/African American,female,4,9,10,19,1,3,-9,-16,B,N,1,1
83,32,22,Black/African American,female,4,6,8,14,13,20,5,6,G,H,1,1
83,32,22,Black/African American,female,4,6,10,16,,5,,-11,,L,1,1
83,32,22,Black/African American,female,4,2,6,8,8,25,2,17,B,N,1,1
83,32,22,Black/African American,female,4,2,10,12,20,17,10,5,G,S,1,1
83,32,22,Black/African American,female,4,3,9,12,24,7,15,-5,R,E,1,1
83,32,22,Black/African American,female,4,6,9,15,11,10,2,-5,J,K,1,1
83,32,22,Black/African American,female,4,6,8,14,8,1,0,-13,H,G,1,1
83,32,22,Black/African American,female,4,9,8,17,26,1,18,-16,Y,T,1,1
83,32,22,Black/African American,female,4,1,9,10,19,7,10,-3,N,V,1,1
83,32,22,Black/African American,female,4,9,6,15,23,24,17,9,R,E,1,1
83,32,22,Black/African American,female,4,9,9,18,9,15,0,-3,J,G,1,1
83,32,22,Black/African American,female,4,1,6,7,10,,4,,Y,,1,
83,32,22,Black/African American,female,4,1,9,10,18,19,9,9,R,Y,1,1
83,33,23,Asian,female,2,3,9,12,9,12,0,0,A,T,3,3
83,33,23,Asian,female,2,3,6,9,6,12,0,3,R,Y,3,2
83,33,23,Asian,female,2,2,9,11,9,7,0,-4,Y,O,3,1
83,33,23,Asian,female,2,1,9,10,9,10,0,0,I,Q,3,2
83,33,23,Asian,female,2,9,10,19,10,20,0,1,G,E,3,1
83,33,23,Asian,female,2,3,10,13,10,14,0,1,Z,B,3,2
83,33,23,Asian,female,2,9,6,15,6,15,0,0,N,G,3,2
83,33,23,Asian,female,2,6,7,13,7,13,0,0,Z,M,3,3
83,33,23,Asian,female,2,9,7,16,7,16,0,0,N,M,3,3
83,33,23,Asian,female,2,2,10,12,10,12,0,0,L,M,3,2
83,33,23,Asian,female,2,6,10,16,10,16,0,0,V,T,3,3
83,33,23,Asian,female,2,1,10,11,10,11,0,0,R,Y,3,1
83,33,23,Asian,female,2,3,8,11,8,12,0,1,A,J,3,3
83,33,23,Asian,female,2,2,6,8,8,6,2,-2,V,F,1,2
83,33,23,Asian,female,2,2,7,9,7,12,0,3,I,M,3,2
83,33,23,Asian,female,2,2,8,10,9,8,1,-2,U,F,2,1
83,33,23,Asian,female,2,1,9,10,9,10,0,0,V,W,2,3
83,33,23,Asian,female,2,3,10,13,10,13,0,0,N,P,3,2
83,33,23,Asian,female,2,1,6,7,7,6,1,-1,J,L,3,2
83,33,23,Asian,female,2,9,8,17,8,17,0,0,H,P,3,3
83,33,23,Asian,female,2,9,9,18,9,18,0,0,W,Q,3,3
83,33,23,Asian,female,2,1,7,8,7,8,0,0,I,O,3,1
83,33,23,Asian,female,2,1,7,8,7,8,0,0,A,Y,2,1
83,33,23,Asian,female,2,2,9,11,9,11,0,0,V,E,3,2
83,33,23,Asian,female,2,9,8,17,8,17,0,0,Q,A,2,2
83,33,23,Asian,female,2,3,9,12,9,13,0,1,M,E,3,2
83,33,23,Asian,female,2,2,6,8,6,8,0,0,D,E,3,3
83,33,23,Asian,female,2,3,10,13,10,13,0,0,A,M,3,3
83,33,23,Asian,female,2,2,6,8,6,10,0,2,U,R,3,2
83,33,23,Asian,female,2,6,7,13,7,13,0,0,H,I,3,3
83,33,23,Asian,female,2,9,7,16,7,16,0,0,X,J,2,3
83,33,23,Asian,female,2,6,10,16,10,16,0,0,J,L,3,3
83,33,23,Asian,female,2,1,10,11,11,24,1,13,Q,O,2,1
83,33,23,Asian,female,2,2,10,12,10,12,0,0,Z,J,3,2
83,33,23,Asian,female,2,9,6,15,6,15,0,0,E,N,3,2
83,33,23,Asian,female,2,6,6,12,6,12,0,0,J,W,3,3
83,33,23,Asian,female,2,3,8,11,8,7,0,-4,C,P,2,2
83,33,23,Asian,female,2,9,10,19,11,20,1,1,H,G,2,2
83,33,23,Asian,female,2,6,8,14,8,14,0,0,R,K,3,2
83,33,23,Asian,female,2,1,6,7,7,2,1,-5,W,C,3,1
83,33,23,Asian,female,2,1,8,9,8,9,0,0,U,I,3,2
83,33,23,Asian,female,2,3,6,9,6,9,0,0,L,O,3,2
83,33,23,Asian,female,2,1,6,7,6,7,0,0,D,O,2,3
83,33,23,Asian,female,2,6,8,14,8,15,0,1,E,B,3,2
83,33,23,Asian,female,2,6,6,12,6,12,0,0,J,C,3,3
83,33,23,Asian,female,2,3,7,10,7,10,0,0,J,T,3,2
83,33,23,Asian,female,2,2,7,9,7,9,0,0,I,G,3,2
83,33,23,Asian,female,2,9,9,18,9,18,0,0,G,L,3,3
83,33,23,Asian,female,2,3,9,12,9,16,0,4,S,T,3,2
83,33,23,Asian,female,2,6,6,12,6,12,0,0,M,Q,3,3
83,33,23,Asian,female,2,3,7,10,7,10,0,0,S,T,3,3
83,33,23,Asian,female,2,9,6,15,6,15,0,0,J,O,3,3
83,33,23,Asian,female,2,1,10,11,10,11,0,0,W,S,3,2
83,33,23,Asian,female,2,3,7,10,7,10,0,0,D,F,3,2
83,33,23,Asian,female,2,2,7,9,7,8,0,-1,V,J,2,3
83,33,23,Asian,female,2,9,8,17,8,17,0,0,S,R,3,3
83,33,23,Asian,female,2,1,8,9,8,9,0,0,L,Z,3,3
83,33,23,Asian,female,2,1,9,10,9,10,0,0,V,M,3,3
83,33,23,Asian,female,2,9,10,19,10,19,0,0,C,Z,3,3
83,33,23,Asian,female,2,3,6,9,7,6,1,-3,D,N,3,2
83,33,23,Asian,female,2,2,8,10,8,6,0,-4,S,O,3,2
83,33,23,Asian,female,2,3,8,11,9,8,1,-3,N,T,1,2
83,33,23,Asian,female,2,6,8,14,8,14,0,0,H,Y,3,2
83,33,23,Asian,female,2,6,9,15,9,15,0,0,E,R,3,3
83,33,23,Asian,female,2,6,7,13,7,13,0,0,H,D,3,3
83,33,23,Asian,female,2,1,7,8,8,7,1,-1,O,F,3,1
83,33,23,Asian,female,2,9,9,18,9,23,0,5,Q,O,3,2
83,33,23,Asian,female,2,1,8,9,9,8,1,-1,Z,O,2,2
83,33,23,Asian,female,2,6,9,15,9,15,0,0,U,E,3,3
83,33,23,Asian,female,2,2,9,11,10,11,1,0,W,L,2,2
83,33,23,Asian,female,2,2,10,12,10,13,0,1,L,V,3,2
83,33,23,Asian,female,2,6,10,16,10,9,0,-7,C,V,2,2
83,33,23,Asian,female,2,9,7,16,7,16,0,0,U,I,2,2
83,33,23,Asian,female,2,6,9,15,9,15,0,0,V,Z,2,2
83,33,23,Asian,female,2,2,8,10,8,10,0,0,L,J,3,2
83,33,23,Asian,female,3,3,8,11,8,12,0,1,T,X,3,2
83,33,23,Asian,female,3,6,7,13,7,13,0,0,H,K,3,2
83,33,23,Asian,female,3,2,8,10,8,10,0,0,E,O,3,2
83,33,23,Asian,female,3,1,7,8,7,8,0,0,V,T,3,2
83,33,23,Asian,female,3,3,6,9,6,9,0,0,I,T,3,2
83,33,23,Asian,female,3,9,9,18,9,18,0,0,L,G,3,3
83,33,23,Asian,female,3,9,10,19,10,19,0,0,Q,H,3,3
83,33,23,Asian,female,3,1,8,9,9,10,1,1,P,V,1,3
83,33,23,Asian,female,3,3,6,9,6,9,0,0,S,U,3,2
83,33,23,Asian,female,3,2,8,10,8,10,0,0,F,R,3,2
83,33,23,Asian,female,3,2,10,12,10,12,0,0,X,E,3,2
83,33,23,Asian,female,3,3,9,12,10,13,1,1,W,C,3,2
83,33,23,Asian,female,3,2,6,8,6,9,0,1,I,A,3,2
83,33,23,Asian,female,3,1,7,8,8,7,1,-1,P,Y,3,2
83,33,23,Asian,female,3,6,8,14,8,14,0,0,H,U,3,3
83,33,23,Asian,female,3,1,9,10,10,9,1,-1,Y,T,3,2
83,33,23,Asian,female,3,2,9,11,9,10,0,-1,R,M,3,3
83,33,23,Asian,female,3,1,9,10,9,10,0,0,L,M,3,3
83,33,23,Asian,female,3,6,9,15,9,15,0,0,N,C,3,2
83,33,23,Asian,female,3,3,7,10,7,12,0,2,L,U,3,2
83,33,23,Asian,female,3,9,8,17,8,17,0,0,I,V,3,3
83,33,23,Asian,female,3,6,8,14,8,14,0,0,E,S,3,3
83,33,23,Asian,female,3,3,7,10,7,10,0,0,A,K,3,3
83,33,23,Asian,female,3,1,10,11,11,10,1,-1,O,F,3,2
83,33,23,Asian,female,3,2,7,9,7,9,0,0,T,J,3,2
83,33,23,Asian,female,3,9,10,19,10,19,0,0,C,Z,3,2
83,33,23,Asian,female,3,6,6,12,7,12,1,0,R,D,3,3
83,33,23,Asian,female,3,1,10,11,10,11,0,0,C,M,2,3
83,33,23,Asian,female,3,6,10,16,10,16,0,0,J,A,3,3
83,33,23,Asian,female,3,2,7,9,7,5,0,-4,J,L,3,2
83,33,23,Asian,female,3,2,6,8,6,7,0,-1,B,V,3,2
83,33,23,Asian,female,3,3,9,12,9,13,0,1,T,U,3,2
83,33,23,Asian,female,3,2,9,11,9,10,0,-1,T,R,2,3
83,33,23,Asian,female,3,1,8,9,8,10,0,1,S,W,3,2
83,33,23,Asian,female,3,6,9,15,9,16,0,1,L,M,3,2
83,33,23,Asian,female,3,3,8,11,,11,,0,,U,3,2
83,33,23,Asian,female,3,3,10,13,10,13,0,0,Z,H,3,3
83,33,23,Asian,female,3,6,6,12,6,12,0,0,E,Z,3,3
83,33,23,Asian,female,3,1,9,10,9,15,0,5,W,N,3,1
83,33,23,Asian,female,3,1,10,11,11,16,1,5,Q,O,3,2
83,33,23,Asian,female,3,2,9,11,9,11,0,0,I,O,2,3
83,33,23,Asian,female,3,3,9,12,9,12,0,0,J,U,3,2
83,33,23,Asian,female,3,3,7,10,7,10,0,0,N,X,2,2
83,33,23,Asian,female,3,9,6,15,6,16,0,1,W,S,3,3
83,33,23,Asian,female,3,1,7,8,7,8,0,0,I,S,3,2
83,33,23,Asian,female,3,2,10,12,10,12,0,0,J,Q,3,2
83,33,23,Asian,female,3,3,8,11,8,12,0,1,H,V,3,2
83,33,23,Asian,female,3,9,7,16,8,16,1,0,S,U,3,3
83,33,23,Asian,female,3,9,8,17,8,17,0,0,I,E,3,3
83,33,23,Asian,female,3,9,7,16,7,16,0,0,M,N,3,3
83,33,23,Asian,female,3,9,10,19,10,19,0,0,Y,U,3,3
83,33,23,Asian,female,3,2,10,12,10,12,0,0,S,F,3,3
83,33,23,Asian,female,3,9,6,15,6,15,0,0,O,T,3,3
83,33,23,Asian,female,3,6,6,12,6,12,0,0,N,M,3,3
83,33,23,Asian,female,3,6,7,13,7,13,0,0,U,J,3,3
83,33,23,Asian,female,3,9,9,18,9,18,0,0,W,X,3,2
83,33,23,Asian,female,3,1,6,7,7,11,1,4,U,I,3,2
83,33,23,Asian,female,3,3,10,13,10,12,0,-1,K,L,2,1
83,33,23,Asian,female,3,9,6,15,6,15,0,0,B,O,3,3
83,33,23,Asian,female,3,6,8,14,8,14,0,0,D,K,3,1
83,33,23,Asian,female,3,2,7,9,5,9,-2,0,O,B,2,2
83,33,23,Asian,female,3,6,10,16,10,16,0,0,I,O,3,3
83,33,23,Asian,female,3,1,6,7,7,17,1,10,B,X,3,1
83,33,23,Asian,female,3,2,6,8,6,7,0,-1,P,O,3,2
83,33,23,Asian,female,3,2,8,10,9,8,1,-2,B,E,2,3
83,33,23,Asian,female,3,1,8,9,9,8,1,-1,H,N,2,2
83,33,23,Asian,female,3,9,9,18,9,18,0,0,X,U,3,3
83,33,23,Asian,female,3,3,6,9,6,9,0,0,M,D,3,2
83,33,23,Asian,female,3,6,9,15,9,15,0,0,X,N,3,2
